slug,first_time,cur_month,index,comments,amounts,commits_count,releases_count,pulls_count,discussions_count,Intervention,Time_after_intervention,commits_count_log,commits_count_scaled,releases_count_log,releases_count_scaled,pulls_count_log,pulls_count_scaled,discussions_count_log,discussions_count_scaled,amounts_log,amounts_scaled
24pullrequests,2013/12/27,Jul-13,-5,0,0,0,0,0,0,0,0,-0.6931471805599453,-0.5167849646317973,-0.6931471805599453,-0.2410158568991481,-0.6931471805599453,-0.1801797030877188,-0.6931471805599453,-0.1348042769849996,-0.6931471805599453,-0.5123566385341444
24pullrequests,2013/12/27,Aug-13,-4,0,0,0,0,0,0,0,0,-0.6931471805599453,-0.5167849646317973,-0.6931471805599453,-0.2410158568991481,-0.6931471805599453,-0.1801797030877188,-0.6931471805599453,-0.1348042769849996,-0.6931471805599453,-0.5123566385341444
24pullrequests,2013/12/27,Sep-13,-3,0,0,0,0,0,0,0,0,-0.6931471805599453,-0.5167849646317973,-0.6931471805599453,-0.2410158568991481,-0.6931471805599453,-0.1801797030877188,-0.6931471805599453,-0.1348042769849996,-0.6931471805599453,-0.5123566385341444
24pullrequests,2013/12/27,Oct-13,-2,0,0,0,0,0,0,0,0,-0.6931471805599453,-0.5167849646317973,-0.6931471805599453,-0.2410158568991481,-0.6931471805599453,-0.1801797030877188,-0.6931471805599453,-0.1348042769849996,-0.6931471805599453,-0.5123566385341444
24pullrequests,2013/12/27,Nov-13,-1,0,0,0,0,0,0,0,0,-0.6931471805599453,-0.5167849646317973,-0.6931471805599453,-0.2410158568991481,-0.6931471805599453,-0.1801797030877188,-0.6931471805599453,-0.1348042769849996,-0.6931471805599453,-0.5123566385341444
24pullrequests,2013/12/27,Dec-13,0,3,1,0,0,0,0,1,0,-0.6931471805599453,-0.5167849646317973,-0.6931471805599453,-0.2410158568991481,-0.6931471805599453,-0.1801797030877188,-0.6931471805599453,-0.1348042769849996,0.4054651081081644,0.8884556874344152
24pullrequests,2013/12/27,Jan-14,1,0,0,0,0,0,0,1,1,-0.6931471805599453,-0.5167849646317973,-0.6931471805599453,-0.2410158568991481,-0.6931471805599453,-0.1801797030877188,-0.6931471805599453,-0.1348042769849996,-0.6931471805599453,-0.5123566385341444
24pullrequests,2013/12/27,Feb-14,2,0,0,0,0,0,0,1,2,-0.6931471805599453,-0.5167849646317973,-0.6931471805599453,-0.2410158568991481,-0.6931471805599453,-0.1801797030877188,-0.6931471805599453,-0.1348042769849996,-0.6931471805599453,-0.5123566385341444
24pullrequests,2013/12/27,Mar-14,3,0,0,0,0,0,0,1,3,-0.6931471805599453,-0.5167849646317973,-0.6931471805599453,-0.2410158568991481,-0.6931471805599453,-0.1801797030877188,-0.6931471805599453,-0.1348042769849996,-0.6931471805599453,-0.5123566385341444
24pullrequests,2013/12/27,Apr-14,4,0,0,0,0,0,0,1,4,-0.6931471805599453,-0.5167849646317973,-0.6931471805599453,-0.2410158568991481,-0.6931471805599453,-0.1801797030877188,-0.6931471805599453,-0.1348042769849996,-0.6931471805599453,-0.5123566385341444
24pullrequests,2013/12/27,May-14,5,0,0,0,0,0,0,1,5,-0.6931471805599453,-0.5167849646317973,-0.6931471805599453,-0.2410158568991481,-0.6931471805599453,-0.1801797030877188,-0.6931471805599453,-0.1348042769849996,-0.6931471805599453,-0.5123566385341444
24pullrequests,2013/12/27,Jun-14,6,0,0,0,0,0,0,1,6,-0.6931471805599453,-0.5167849646317973,-0.6931471805599453,-0.2410158568991481,-0.6931471805599453,-0.1801797030877188,-0.6931471805599453,-0.1348042769849996,-0.6931471805599453,-0.5123566385341444
314-education,2025/1/3,Jul-24,-6,0,0,0,0,0,0,0,0,-0.6931471805599453,-0.5167849646317973,-0.6931471805599453,-0.2410158568991481,-0.6931471805599453,-0.1801797030877188,-0.6931471805599453,-0.1348042769849996,-0.6931471805599453,-0.5123566385341444
