slug,first_time,cur_month,index,comments,amounts,commits_count,releases_count,pulls_count,discussions_count,Intervention,Time_after_intervention
Aletheia-Data,2021-11-07,2022-05,6,0.0,1.0,39.0,0.0,0.0,0.0,1,6
AlmaLinux,2021-02-27,2020-08,-6,0.0,0.0,0.0,0.0,0.0,0.0,0,0
AlmaLinux,2021-02-27,2020-09,-5,0.0,0.0,0.0,0.0,0.0,0.0,0,0
AlmaLinux,2021-02-27,2020-10,-4,0.0,0.0,19.0,0.0,0.0,0.0,0,0
AlmaLinux,2021-02-27,2020-11,-3,0.0,0.0,0.0,0.0,0.0,0.0,0,0
AlmaLinux,2021-02-27,2020-12,-2,0.0,0.0,0.0,0.0,0.0,0.0,0,0
AlmaLinux,2021-02-27,2021-01,-1,0.0,0.0,1.0,0.0,0.0,0.0,0,0
AlmaLinux,2021-02-27,2021-02,0,0.0,1.0,0.0,0.0,0.0,0.0,1,0
AlmaLinux,2021-02-27,2021-03,1,0.0,2.0,7.0,0.0,0.0,0.0,1,1
AlmaLinux,2021-02-27,2021-04,2,0.0,0.0,6.0,0.0,0.0,0.0,1,2
AlmaLinux,2021-02-27,2021-05,3,0.0,6.0,26.0,0.0,0.0,0.0,1,3
AlmaLinux,2021-02-27,2021-06,4,0.0,0.0,58.0,0.0,0.0,0.0,1,4
AlmaLinux,2021-02-27,2021-07,5,2.0,1.0,15.0,0.0,0.0,0.0,1,5
AlmaLinux,2021-02-27,2021-08,6,0.0,0.0,16.0,0.0,0.0,0.0,1,6
Amog-OS,2023-08-23,2023-02,-6,0.0,0.0,0.0,0.0,0.0,0.0,0,0
Amog-OS,2023-08-23,2023-03,-5,0.0,0.0,0.0,0.0,0.0,0.0,0,0
Amog-OS,2023-08-23,2023-04,-4,0.0,0.0,0.0,0.0,0.0,0.0,0,0
Amog-OS,2023-08-23,2023-05,-3,0.0,0.0,0.0,0.0,0.0,0.0,0,0
Amog-OS,2023-08-23,2023-06,-2,0.0,0.0,0.0,0.0,0.0,0.0,0,0
Amog-OS,2023-08-23,2023-07,-1,0.0,0.0,1.0,0.0,0.0,0.0,0,0
Amog-OS,2023-08-23,2023-08,0,27.0,4.0,4.0,0.0,0.0,0.0,1,0
Amog-OS,2023-08-23,2023-09,1,0.0,0.0,0.0,0.0,0.0,0.0,1,1
Amog-OS,2023-08-23,2023-10,2,0.0,0.0,1.0,0.0,0.0,0.0,1,2
Amog-OS,2023-08-23,2023-11,3,0.0,0.0,0.0,0.0,0.0,0.0,1,3
Amog-OS,2023-08-23,2023-12,4,0.0,0.0,0.0,0.0,0.0,0.0,1,4
Amog-OS,2023-08-23,2024-01,5,2.0,1.0,0.0,0.0,0.0,0.0,1,5
Amog-OS,2023-08-23,2024-02,6,3.0,1.0,0.0,0.0,0.0,0.0,1,6
