slug,amount,currency,members,updates,name,type,tags,contributionsCount,totalFinancialContributors,country,flag,tag_community,tag_open source,tag_javascript,tag_other,tag_association,type_公益型,type_技术型,type_教育型,country_DE,country_FR,country_GB,country_Other,country_US,country_Unknown,age
node-opcua,2283.0,USD,19,0,Node OPC UA,技术型,"open source, iiot, opcua, opc ua",142,14,FR,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,4.0
mapswipe,58495.35,USD,43,1,MapSwipe,公益型,"maps, humanitarian, crowdsourcing, non-profit, open source, openstreetmap, osm, gis, android, ios, geospatial, open data",138,28,Unknown,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,5.0
gorm,3968.5,USD,33,0,GORM,技术型,"go, golang, gorm, orm, web, open source",179,30,Unknown,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,7.0
pgchangemakers,650592.04,USD,44,4,pgchangemakers,公益型,"activism, activists, advocacy, black led, black lives matter, black votes, blm, community, lgbtq, maryland, mental health, mid-atlantic usa, mobilizing, organizing, pgchangemakers, pg county, pride 265, prince george county, racial justice, social justice, usa, washington dc",37,20,Unknown,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,4.0
mockk,8485.0,USD,35,0,mockk,技术型,"mocking, kotlin, open source",163,31,Unknown,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,7.0
cake,58570.0,USD,20,0,Cake,技术型,"open source, c-sharp, dotnet, build-tool, build-automation, orchestration, hacktoberfest",145,9,Unknown,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,4.0
denverdoikayt,8963.34,USD,33,0,Denver Doikayt,公益型,"community, earth, solidarity, collective liberation, jewish, colorado, jewish ritual, grassroots activism, permaculture",206,19,US,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,3.0
sun-seeker-mke,24220.67,USD,87,1,Sun-Seeker MKE,技术型,"mutual aid, black trans lives matter, community organizing, abolitionist based, queer & trans",117,75,US,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2.0
nrepl,1072.0,USD,19,1,nREPL,技术型,"clojure, nrepl, repl, open source",176,15,Unknown,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,6.0
drive-by-howdy,66873.09,USD,52,8,Drive by Howdy,技术型,"austin, camping, camp safe haven, charity, food, health, homeless, housing, mutual aid, southern usa, texas, unhoused, usa",133,46,Unknown,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3.0
tracardi-cdp,9035.0,USD,24,1,Tracardi Open Source Customer Data Platform,技术型,"open source, python, e-commerce, customer experience, cdp",88,16,Unknown,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,3.0
html-webpack-plugin,8434.48,USD,37,1,html-webpack-plugin,技术型,"html-webpack-plugin, webpack, open source",188,30,Other,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,7.0
nuke,73122.0,USD,26,0,nuke,技术型,"build-automation, continuous-integration, orchestration, open source",180,22,Unknown,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,6.0
ava,1862.0,USD,25,0,AVA,技术型,"open source, javascript, npm-package, test-runner, node.js",203,19,Unknown,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,9.0
gosublime,5175.0,USD,17,1,GoSublime,技术型,"go golang sublime-text sublime ide completion, open source",228,12,Unknown,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,7.0
styleguidist,1923.0,USD,19,0,React Styleguidist,技术型,"documentation, react, styleguide, open source, style guide, development, environment, component",190,14,Unknown,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,7.0
prettier-ruby,4345.0,USD,17,0,prettier-ruby,技术型,"prettier, prettier-plugin, ruby, open source, hacktoberfest",161,14,Unknown,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,5.0
serialport,1594.0,USD,27,8,SerialPort,技术型,"serialport, nodejs, electron, javascript, open source, rust",171,19,US,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,6.0
dearpygui,1970.5,USD,20,0,DearPyGui,技术型,open source,137,15,Unknown,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,4.0
gbadev,2833.07,USD,25,0,GBADEV,技术型,open source,123,9,Unknown,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,3.0
strawberry-graphql,21966.39,USD,22,3,Strawberry GraphQL,技术型,"open source, graphql, python, apis",119,13,Unknown,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,4.0
tsed,3436.0,USD,26,0,Ts.ED,技术型,"decorators, dependency-injection, express-decorators, express-router, ioc, lifecycle-hooks, middleware, nodejs, rest-api, socket-io, typescript, open source, swagger, koa, stripe, oidc, passportjs, ajv, jsonschema, objectionjs, typeorm, graphql",186,21,Unknown,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,7.0
supabase-supasquad,374250.0,USD,28,0,SupaSquad,技术型,open source,50,1,Unknown,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,4.0
obvious-agency,249598.77,USD,32,1,Obvious Agency Performance Collective,技术型,"art, arts and culture, community, co-op, games, mid-atlantic usa, pennsylvania, performance, performance art, philadelphia, theatre, usa, worker co-op",10,11,US,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,3.0
ifme,5892.5,USD,16,0,if-me.org,公益型,"javascript, rails, ruby, open source, react, social impact, community, ruby on rails, mental health, nonprofit, mental illness, interationalization",121,13,Unknown,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,8.0
anticensority,406.0,USD,45,0,Обход блокировок Рунета,技术型,"anticensorship, antizapret, chrome-extension, chromium, freedom, pac-scripts, open source",189,39,Other,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,7.0
sage_math,15386.05,USD,45,2,SageMath,技术型,open source,151,37,Unknown,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,5.0
final-form,4370.0,USD,28,0,Final Form,技术型,"asynchronous, form, form-validation, forms, react, state-management, subscription, validation, open source",216,24,Unknown,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,7.0
wwcodeseoul,3546.97,USD,24,0,Women Who Code Seoul,技术型,other,133,13,Unknown,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,6.0
tiktokshop-php,3435.0,USD,27,0,Tiktokshop PHP,技术型,"php, open source",121,21,Unknown,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,2.0
criticalmaps,1239.5,USD,36,0,Critical Maps,技术型,,146,29,DE,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,5.0
wikis-world,1549.74,USD,24,4,Wikis World,教育型,"mastodon, fediverse, wiki",125,16,US,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2.0
figura,2780.59,USD,28,0,Figura,技术型,"minecraft, open source, java, fabric, quilt, minecraftforge",104,22,Unknown,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,2.0
wordpress-gwinnett,2444.82,USD,29,0,WordPress Gwinnett,技术型,"atlanta, civic tech, education, georgia, meetup, southeastern usa, tech meetups, usa, wordpress",198,20,US,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,8.0
queering-the-path,8043.3,USD,82,2,Queering The Path,公益型,"california, san diego, socal, usa, western usa",110,65,US,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,3.0
qpop-productions,6788.0,USD,33,0,Q Pop Productions,技术型,"arts and culture, bipoc, black, community, event, events, film, hudson valley, kingston, lgbtq, mutual aid, new york, poc, queer, trans, usa",134,22,US,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,3.0
vitest,14734.65,USD,34,0,Vitest,技术型,"open source, javascript, testing, react, vue, vite, vitest",138,21,Unknown,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,2.0
vermont-village-school,68980.0,USD,26,2,Vermont Village School,教育型,"education, microschool, vermont, community",62,11,US,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,2.0
java-jda,56178.36,USD,23,0,JDA,技术型,"community, discord, java, bots",146,16,Unknown,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,3.0
gramaddict,2262.0,USD,26,0,GramAddict,技术型,,132,19,US,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,4.0
blaze,1462.0,USD,22,0,Blaze,技术型,"open source, javascript, meteorjs",245,18,Unknown,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,8.0
bincrafters,10442.0,USD,17,1,Bincrafters Community,技术型,"bincrafters, community, conan, c++, cpp, cross-platform, bintray, open source, boost",221,10,Unknown,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,7.0
m68k-llvm-dev,1899.51,USD,14,5,M68k LLVM Development,技术型,,129,11,Unknown,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3.0
kornia,1280.0,USD,17,0,kornia,技术型,"open source, computer vision, deep learning",132,7,Other,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,4.0
mothers-of-sumud-garden,6609.4,USD,77,0,Mothers of Sumud Garden,公益型,"community, mutual aid, solidarity, sumud, jewish-palestinian co-resistance, community garden",186,72,Other,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1.0
email-markup-consortium,6014.0,USD,20,1,Email Markup Consortium,技术型,,96,11,Unknown,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3.0
drupalasheville,64677.95,USD,75,6,Drupal Asheville,技术型,"501c3, asheville, civic tech, drupal, event, knowledge, nc, north carolina, online, open source, southeast usa, usa",75,51,US,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,7.0
econ-ark,706088.19,USD,29,0,Econ-ARK,技术型,"open source, economics, macroeconomics, structural modeling",3,2,US,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,4.0
javascript-obfuscator,3365.0,USD,110,13,javascript-obfuscator,技术型,"open source, javascript-obfuscator, obfuscation, uglify, protection, javascript, obfuscate, js-obfuscator, obfuscator, mangle, encoding, security, nodejs, typescript",151,97,Other,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,8.0
mold-linker,28634.0,USD,23,0,Mold Linker,技术型,open source,124,20,Unknown,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,3.0
the-future-is-us-collective,56657.75,USD,40,7,The Future Is Us Collective,公益型,"art, arts and culture, community, mid-atlantic usa, online, pennsylvania, philadelphia, usa, visual arts, young artists, youth",90,16,US,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,3.0
tastyigniter,4663.0,USD,19,0,TastyIgniter,技术型,"food-ordering, laravel, management-system, online-orders, ordering-system, php, platform, pos, reservation-system, restaurant-management, restaurant-menu, tastyigniter, open source",114,16,GB,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,6.0
koel,2142.0,USD,24,0,koel,技术型,open source,174,20,DE,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,9.0
taguette,1717.0,USD,37,3,Taguette,技术型,"qualitative, research, open source, caqdas, hacktoberfest",125,30,US,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,4.0
scoopinstaller,1244.25,USD,18,0,Scoop,技术型,"open source, windows, powershell, scoop, installer, command line",123,10,Unknown,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,3.0
nmhep,426929.17,USD,42,10,New Mexico Health Equity Partnership,公益型,"education, new mexico, racial justice, research, southwestern usa, usa",53,30,US,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,3.0
east-bronx-dems,23299.31,USD,216,4,East Bronx Dems Mutual Aid Group,公益型,"bronxmutualaid, covid, covid-19, eastbronxdems, food, groceries, mutual aid, mutualaid, new york, new york city, nyc, thebronx, usa",218,200,US,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,5.0
react-pwa,734.0,USD,15,3,React PWA,技术型,"progressive-web-application, babel, code-splitting, es6, es6-javascript, es7, expressjs, hot-reload, hsts, hstspreload, javascript, pwa, react, react-router, reactjs, redux, seo, srcset, ssr, webp, webpack, open source",217,11,Unknown,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,7.0
iffybooks,3398.0,USD,20,1,Iffy Books,教育型,community,184,15,Unknown,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,2.0
brainflow,26589.69,USD,25,0,BrainFlow,技术型,"open source, bci, eeg, hacktoberfest, neuroscience",90,20,Unknown,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,4.0
nightwatch,1683.63,USD,21,0,Nightwatch,技术型,"open source, end-to-end, testing, automated testing, end-to-end testing, node.js, nightwatch",167,14,Unknown,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,9.0
emergent-abundance,12319.0,USD,57,2,Emergent Abundance Farming Collective,公益型,"community, environment, lgbtqa+, farming, gardening, food bank, sharing, permaculture, regenerative agriculture, mushrooms, forest garden, women, children, ecology, groundwater, education, food, kennett square, land justice, mid-atlantic usa, pennsylvania, sustainable farming, usa",94,34,US,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,3.0
freewheel-mobile-aid,6162.0,USD,54,0,Freewheel Mobile Aid,公益型,"mutual aid, community, harm reduction",224,49,US,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1.0
together-java,432.28,USD,21,0,Together Java,技术型,"open source, together java, java, programming, q&a, help, discord",101,12,DE,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,2.0
projectm,5712.5,USD,28,1,projectM,技术型,"open source, c++, music, visualization, qt, sdl, glsl, opengl",152,21,Unknown,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,6.0
doorkeeper-gem,26395.0,USD,17,9,doorkeeper,技术型,"authentication, authorization, doorkeeper, grape, oauth, oauth2, oauth2-provider, oauth2-server, ruby-on-rails, open source",135,13,Unknown,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,6.0
phpbb,7539.01,USD,18,0,phpBB,技术型,"open source, php, community",129,10,Unknown,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,3.0
youngstownactioncenter,7032.83,USD,34,2,Youngstown Action Center,公益型,"community, community center, community space, diy space, mahoning county, mahoning valley, midwestern usa, ne ohio, northeast ohio, northern appalachia, ohio, rust belt, usa, youngstown",103,25,US,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,3.0
nexrender,3180.3,USD,21,0,nexrender,技术型,"adobe, after-effects, api, automation, cli, farm, js, machine, render, scheduling, video, open source",144,17,Unknown,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,5.0
buildjustly,137492.78,USD,20,11,buildJUSTLY,公益型,"civic tech, education, human rights, learning, online, usa",131,12,US,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,4.0
accel-ai,1146.0,USD,26,0,Accel AI Institute,技术型,"tech meetups, artificial intelligence, machine learning, deep learning, social impact, ethical ai",255,21,Unknown,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,7.0
rapid-sensemaking-framework,634.0,USD,6,1,Rapid Sensemaking Framework,技术型,"sensemaking, collective intelligence, cross-platform, open source",148,3,Other,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,5.0
headcrab,5055.58,USD,18,4,Headcrab,技术型,"open source, rust, debugger, developer tools, rust-debugging",191,15,Unknown,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,5.0
react-window,5057.0,USD,11,0,react-window,技术型,,117,7,Unknown,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,4.0
circles,4850.0,USD,26,5,Circles,公益型,"ubi, crypto, cryptocurrency, basic income, universal basic income, blockchain, coop, open source, cooperative, commons, 501c3",183,19,Unknown,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,6.0
drupal-charts,688.0,USD,12,4,Charts Ecosystem for Drupal,技术型,drupal,148,9,US,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,5.0
orcas-community,967.0,USD,26,0,OrcasHub,公益型,community,140,22,US,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,2.0
fluffos-579,825.0,USD,11,0,fluffos,技术型,open source,120,8,Unknown,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,6.0
ioredis,4508.11,USD,24,0,ioredis,技术型,"ioredis, node, redis, redis-client, redis-cluster, redis-sentinel, open source",146,19,Unknown,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,7.0
eatcatskill,10268.74,USD,76,11,"EAT CO-OP : A Community Grocery, Kitchen & Cafe",公益型,"community, food justice, permaculture, regenerative ag, reparations, co-operatives, wellness, yum, queer",125,71,US,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,2.0
dillpicklecoop,14890.11,USD,75,4,Dill Pickle Food Co-op,公益型,"community, cooperative, food system",200,71,US,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,4.0
tiny-minotaur,193070.0,USD,30,0,Tiny Minotaur,技术型,"theater, immersive, performance, arts and culture, fantasy, larp, punk, community",10,6,US,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,2.0
boardgameio,2470.39,USD,15,0,boardgame.io,技术型,"open source, boardgame, gaming, javascript, typescript, multiplayer, tabletop, game engine",133,9,Unknown,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,4.0
tvheadend,1314.3,USD,72,0,Tvheadend,技术型,"linux, dvb, iptv, epg, atsc, mpeg-ts, dvr, pvr, xmltv, sat-ip",91,65,Unknown,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1.0
fuse-box,1897.5,USD,29,0,fuse-box,技术型,open source,249,25,Unknown,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,8.0
offline-plugin,3183.0,USD,18,0,offline-plugin,技术型,open source,238,13,Unknown,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,8.0
federatedpress,1255.0,USD,29,4,federated.press,技术型,"mastodon, journalism, community, media, fediverse, news, ethics",117,24,US,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,2.0
tve,8374.53,USD,32,3,The Value Exchange,公益型,"free store, community, the book of free things, economic justice, mutual aid, brooklyn, florida, florida bans, st petersburg, anti-racism, wealth redistribution, community wealth, small businesses",118,19,US,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,2.0
medoo,2638.0,USD,19,1,Medoo,技术型,"php, mysql, sqlite, mssql, sql, composer, database, medoo, php-framework, open source, hacktoberfest",105,13,Unknown,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,7.0
macvim,3758.05,USD,16,2,MacVim,技术型,open source,116,13,Unknown,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,3.0
bootstrap-vue-next,9760.0,USD,22,0,BootstrapVueNext,技术型,"vue3, vue, bootstrap, bootstrap 5, nuxt, open source",119,16,Unknown,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,2.0
bellweather,55419.88,USD,79,1,bellweather,技术型,"california, climate, education, environment, sonoma county, usa, western usa, social justice, climate justice, fire preparedness, prescribed fire, food security, land stewardship",93,60,US,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2.0
midnight-lizard,1031.35,USD,121,2,Midnight Lizard,技术型,"accessibility, blue-filter, brightness, chrome-extension, color-scheme, contrast, contrast-theme, dark-mode, dark-theme, firefox-webextension, grayscale, high-contrast, night-mode, readability, red-shift, open source",162,111,Unknown,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,6.0
mybb,2227.0,USD,49,0,MyBB,技术型,"forum, mybb, mysql, php, postgresql, sqlite, open source",206,41,Unknown,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,7.0
pasquines,4930.07,USD,40,8,Pasquines,公益型,"american samoa, education, guam, internship, knowledge, news, northern mariana islands, online, publication, puerto rico, usa, us territories, us virgin islands",101,35,US,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,4.0
psl,6196.0,USD,12,1,Policy Simulation Library,技术型,"civic tech, global, knowledge, modeling, online, open source, other, policy, resource, uk, usa",142,7,US,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,5.0
ocrmypdf,3871.0,USD,41,0,OCRmyPDF,技术型,"image-processing, ocr, pdf, python, open source",132,37,Unknown,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,6.0
webrecorder,38740.0,USD,20,1,Webrecorder,技术型,"community, web archiving, web, archive, archiving, internet, www, capture, replay, access, preservation, webrecorder, web recorder",198,14,US,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,3.0
jsbin,1222.5,USD,34,0,jsbin,技术型,open source,182,28,Unknown,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,9.0
flutter_stripe,136743.65,USD,17,0,Flutter Stripe,技术型,open source,92,9,Unknown,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,4.0
enginehub,11872.4,USD,13,0,EngineHub,技术型,open source,88,7,Unknown,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,5.0
appium,33533.0,USD,42,1,Appium,技术型,"open source, javascript, automation, mobile, testing, nodejs",57,7,Unknown,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1.0
juneteenth-conference,66783.12,USD,63,0,Juneteenth Conference,公益型,"civic tech, event, global, online, technology, usa",39,15,US,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,5.0
fise-tech-collective,5771.5,USD,25,23,FISE Tech Collective,技术型,"community, decentralization, web3, fundraising, privacy, data, ownership",197,20,US,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,3.0
cdnjs,761.0,USD,42,0,cdnjs,技术型,"open source, cdn, javascript, js, frontend, library, css, hacktoberfest",142,36,Unknown,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,8.0
graphql-flutter,6655.0,USD,14,0,GraphQL Flutter,技术型,"client, dart, flutter, graphql, open source",129,8,Unknown,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,5.0
bim-bom-studios,2418.51,USD,18,0,bim bom studios,技术型,"community, dance, music",175,16,US,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,2.0
cssnano,3418.6,USD,28,0,cssnano,技术型,"postcss, open source, css, minified, minify, compress, compression",144,22,Unknown,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,6.0
spicetify,996.8,USD,33,0,Spicetify,技术型,"open source, spotify",110,17,Unknown,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,3.0
kitspace,7409.0,USD,33,0,Kitspace,技术型,"electronics, iot, open-hardware, open-hardware-electronics, pcb, registry, repository, open source",134,26,Unknown,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,6.0
impacttech,3790.71,USD,43,1,Impact.tech,技术型,meetup,234,37,Unknown,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,9.0
sbsolidarity,4406.0,USD,49,3,Downstate NY Starbucks Worker Solidarity Fund,公益型,"community, mutual aid, new york, new york city, nyc, usa, workers",112,43,US,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,3.0
dotenv,936.23,USD,19,0,Dotenv,技术型,"open source, nodejs, javascript, dotenv, npm",125,16,US,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,6.0
textpattern-collective,6552.56,USD,18,2,Textpattern,技术型,"open source, cms, content management system",115,9,Unknown,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,4.0
typedclojure,13869.0,USD,9,29,Typed Clojure,技术型,"open source, clojure, typed clojure, type system, lisp",125,5,US,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,5.0
tokio,267369.96,USD,24,0,Tokio,技术型,open source,123,15,Unknown,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,4.0
level,1056.0,USD,29,0,Level,技术型,"javascript, leveldb, leveldown, memdown, nodejs, open source, abstract-leveldown, levelup, level, rocksdb, store, database, level-js, key-value, abstract-level, classic-level, browser-level, memory-level, many-level, level-web-stream, level-read-stream",159,19,Unknown,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,7.0
element,11877.0,USD,33,0,element,技术型,open source,188,24,Unknown,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,8.0
doctoolchain,1105.0,USD,14,2,docToolchain,技术型,"arc42, asciidoc, asciidoctor, asciidoctor-diagram, asciidoctor-pdf, confluence, docs-as-code, enterprise-architect, open source, hacktoberfest",150,11,Unknown,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,6.0
streetlives,23717.8,USD,40,12,Streetlives,公益型,"501c3, civic tech, covid, homeless, homelessness, housing, new york, new york city, nyc, resource, usa, yourpeer, streetlives, unhoused, unhoused support, unhousedcommunity, donate",121,26,US,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,7.0
heroui,3212.62,USD,58,0,HeroUI,技术型,"open source, ui-components",89,46,Unknown,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,3.0
readup-collective,1866.0,USD,13,4,The Readup Collective,教育型,"asp.net, civic tech, civil discourse, community, education, ios, javascript, online, postgres, reading, typescript",103,9,US,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,3.0
puget-sound-sra,10572.65,USD,203,0,Puget Sound SRA,公益型,community,156,155,Unknown,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1.0
collectivediaspora,230057.23,USD,47,11,Collective Diaspora,公益型,"black, coop, cooperatives, global, racial justice, solidarity economy, usa",55,35,US,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,3.0
backyourstack,1429.0,USD,19,0,Back Your Stack,技术型,"open source, sustain, sustainoss, funding, other",128,11,Unknown,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,7.0
pitan,164557.0,USD,38,3,PIT Alumni Network,技术型,"civic tech, networking, online",12,6,Unknown,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2.0
coconut,2716.0,USD,21,0,coconut,技术型,"coconut, functional, functional-language, functional-programming, language, programming-language, python, open source",158,15,Unknown,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,7.0
formik,5769.0,USD,25,0,Formik,技术型,"form, formik, forms, higher-order-component, hooks, react, react-hooks, react-native, render-props, open source",127,21,US,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,5.0
pittsburgh-functional-programming-meetup,760.0,USD,7,0,Pittsburgh Functional Programming Meetup,技术型,"meetup, functional programming, fp, pittsburgh, yinzer, open source",127,5,US,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,5.0
element-plus,11162.38,USD,25,0,Element Plus,技术型,"open source, element-ui, vuejs",132,16,Unknown,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,5.0
spectra-video,1237.0,USD,35,4,Spectra Video,技术型,"peertube, fediverse, media, video, community",142,24,US,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1.0
easy-peasy,2612.0,USD,24,0,Easy Peasy,技术型,"hooks, immer, immutable, react, react-hooks, redux, state-management, open source, node, typescript, javascript",146,20,GB,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,5.0
photoswipe,4193.77,USD,63,0,PhotoSwipe,技术型,open source,106,57,Unknown,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,4.0
spacevim,1013.0,USD,24,3,SpaceVim,技术型,"awesome, editor, ide, neovim, space-vim, spacemacs, spacevim, vim, vim-configuration, vim-distribution, vimrc, open source",113,21,Unknown,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,7.0
sming,1765.0,USD,9,0,Sming,技术型,"arduino, embedded, esp8266, espressif, iot, iot-framework, sming, ssl-support, wifi, open source",131,5,Unknown,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,7.0
whisparr,1243.0,USD,30,0,Whisparr,技术型,,97,22,Unknown,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3.0
gioui,11145.7,USD,27,0,Gio,技术型,open source,107,20,Unknown,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,4.0
