slug,members,updates,name,type,tags,contributionsCount,totalFinancialContributors,country,flag,tag_community,tag_open source,tag_javascript,tag_other,tag_association,type_公益型,type_技术型,type_教育型,country_DE,country_FR,country_GB,country_Other,country_US,country_Unknown,age,propensity_score
bridge-foundry,4,0,Bridge Foundry General Fund,公益型,"community, diversity, inclusion, workshops, education, tech",1,1,US,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,5.0,0.5493560390350012
trex,5,0,Trex,技术型,open source,1,2,Other,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,5.0,0.5924046417167022
ama-earth,5,2,Ama Earth,公益型,community,3,3,Unknown,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,2.0,0.28807680929593077
wizdwarfs,2,6,WizDwarfs,技术型,"decentralize system, bioinformatics, open source, block-chain",1,0,Other,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,4.0,0.5979120214727734
django-river,3,0,django-river,技术型,"django, python, python-2, python-3, workflow, workflow-engine, open source",3,1,Unknown,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,5.0,0.47880773487526546
do_action-montreal,4,0,do_action Montreal,公益型,other,1,1,Other,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,6.0,0.4841597121585155
hand-in-hand,4,0,Hand in Hand,公益型,"movement, community",1,1,DE,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1.0,0.40168544331336115
mattn-emmet-vim,6,0,emmet-vim,技术型,"css, emmet, html, javascript, vim, open source",1,1,Unknown,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,5.0,0.4826831265474295
citoyens2anneau,3,0,Citoyens de l'Anneau,公益型,,1,1,FR,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,4.0,0.4519413669008369
the-thing,4,0,The Thing,技术型,"open source, movement, community",1,1,Unknown,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1.0,0.37524097358236846
tedxyouthtearo,4,0,TEDxYouth@TeAro,教育型,,1,1,Unknown,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3.0,0.30478196688947923
disorientations,4,0,Disorientations,教育型,"activism, archiving, arts and culture, covid-19, online, publication, publishing, student activism, usa",1,1,Unknown,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,5.0,0.3521612746440133
gbgaysntheys,3,0,Great Barrington Gays & Theys,公益型,"queer, queer & trans, cinema, community building, community",1,1,US,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1.0,0.44096210150432197
image-rs,5,0,image-rs,技术型,rust,2,2,DE,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,5.0,0.6402710583247407
vuejsfrankfurt,3,0,Vue.js Frankfurt,技术型,"webdesign, softwaredev, javascript, web, mobile-development, computer-programming, javascript-frameworks, front-end-development, vue-js, vuejs, meetup",1,1,Unknown,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,5.0,0.47880773487526546
ng-alain,4,0,ng-alain,技术型,"angular, angular-applications, angular-components, angular-seed, angular-start, angular6, ant-design, antd, antd-design-pro, delon, ng-alain, ng-zorro, ng-zorro-antd, open source",2,2,Unknown,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,6.0,0.5058386261105673
wikicensorship,4,3,WikiCensorship,技术型,"internet censorship, censorship, internet, encyclopedia, open source, filtering, blocking, measure internet censorship, open encyclopedia",1,1,Other,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,3.0,0.5564147755953449
wandering-emotions-cic,5,0,Wandering Emotions,公益型,community,1,1,GB,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0.0,0.3710120307757595
wiremocknet,3,0,WireMock.Net,技术型,open source,1,1,Unknown,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,4.0,0.45205822831708947
numldesign,4,0,Numl.Design,技术型,"open source, numl, numldesign, numl-react, css framework, ui kit, react",1,2,Other,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,4.0,0.5649317376296772
selectorshub,3,2,SelectorsHub,技术型,"community, selectorshub, selectors hub, chropath, test case studio, sanjay kumar, xpath plugin, selector hub",1,1,Other,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,3.0,0.5494977545973331
dataactivists,6,0,Data Activists,技术型,"nonprofit, data, civic tech, refugees, antiwar, palestine, gaza, democracy",1,1,GB,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0.0,0.5053736632264185
we-internet,6,0,We 🌍 internet x IAM,技术型,other,2,2,Other,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,5.0,0.5936535775781498
rickshaw,3,0,The Rickshaw Solidarity Fund,公益型,"coop, discord, community",2,1,US,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,5.0,0.548074598455836
quantum-computing,4,0,Quantum Computing Collection Of Resources,技术型,open source,1,2,Unknown,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,4.0,0.4522160905767385
creators-wave,4,0,Creators Wave,技术型,other,1,1,Unknown,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,5.0,0.4800992717970298
yorkcollective,7,0,York Collective,公益型,coop,2,2,GB,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,5.0,0.5039062471285769
peoples-land-bank-cic,5,1,People’s land bank CIC,公益型,community,2,2,Unknown,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,2.0,0.2843444059206832
kikinc,4,0,kikinc,技术型,community,2,1,Other,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,2.0,0.5126631052004845
openstl,4,0,OpenSTL,技术型,"open source, javascript, meetup, government, civictech, state, codeforamerica, govtech, technology, software, coding, design, policy, advocacy, activism, community",1,1,Unknown,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,3.0,0.42684841089229253
tennessee-sra,7,0,Tennessee SRA,技术型,"community, mutual aid, community education, firearms training, education, safety",2,1,US,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1.0,0.5811849089682342
virtualowa,3,0,Virtual Oneworld Alliance,技术型,"flight sim, mfsf, community",1,1,US,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,2.0,0.6021611438516603
kajianilmu-collective,4,0,kajianilmu-collective,教育型,community,2,2,Unknown,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,3.0,0.30382134771264485
rtl-styling-101,3,0,RTL Styling 101,技术型,open source,1,1,Unknown,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,3.0,0.4255828621557099
extinction-rebellion-hammersmith-and-fulham,6,0,Extinction Rebellion Hammersmith and Fulham,公益型,"climate, movement",1,1,Unknown,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,6.0,0.3761421783659627
xlayers,5,0,xlayers,技术型,"design, designers, developers, productivity, sketchapp, ui, ux, open source",2,2,FR,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,6.0,0.6392837780509643
data-provider,5,0,Data Provider,技术型,"redux, javascript, micro-frontends, data, provider, open source",1,1,Unknown,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,5.0,0.4813910747610328
exotic-libraries,2,0,Exotic Libraries,技术型,community,1,0,Unknown,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,4.0,0.45190037570339864
blazorise,3,0,Blazorise,技术型,"open source, blazor, components, library, bootstrap, material, bulma",1,1,Other,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,3.0,0.5381821492402422
drutopia,7,1,Drutopia,技术型,"drupal, drutopia, drupal distributions, grassroots, collect donations, outreach, campaigns",1,1,Unknown,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3.0,0.436251560085401
packem,4,0,Packem,技术型,"build-system, build-tool, bundler, code-splitting, compiler, ffi, packem, plugin, prebuilt-binaries, rust, tree-shaking, open source",1,1,Unknown,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,6.0,0.5069728395051044
web-shells,6,0,Web Shells,技术型,open source,1,3,Other,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,4.0,0.5663597342550448
nf-core,6,0,nf-core,技术型,"open source, science, bioinformatics, community",2,2,Unknown,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,2.0,0.4021662198446049
foundersrc,4,0,Founders Running Club,公益型,"meetup, running, tech, investments, founders, community",1,1,US,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,2.0,0.4689038625911911
united-we-thrive,5,0,United We Thrive,公益型,"solar, renewable, ukraine, community",1,1,Other,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,2.0,0.3802799652051607
endeavour,3,0,Endeavour,技术型,"nonprofit, community",1,1,GB,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,2.0,0.5550378582335156
worldpeacenow,3,0,World Peace Now,公益型,worldpeacenow,2,1,Unknown,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,8.0,0.4239928097963223
existdb,7,0,eXist-db,技术型,"xml, xquery, existdb, exist-db, java, tei, open source",2,2,DE,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,5.0,0.6426513839976482
necord,3,0,Necord,技术型,"open source, javascript, nodejs, node.js, nestjs, nest, discord, discord bot",1,1,Unknown,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,2.0,0.39952747820109963
hs3city,4,0,Hackerspace Trójmiasto,技术型,"community, hackerspace, open source",1,1,Other,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,3.0,0.5394680702077306
portable-utf8,3,0,Portable UTF-8,技术型,"ascii, multibyte, multibyte-strings, php, php7, string, string-encoding, string-manipulation, unicode, utf-8, utf8, open source",1,1,Unknown,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,5.0,0.47880773487526546
kotlin-user-group-abakaliki,3,0,Kotlin User Group Abakaliki,技术型,"open source, kotlin, kotlin-coroutines, meetup, programming, learning, other, community",2,1,Other,1,1,1,0,1,0,0,1,0,0,0,0,1,0,0,1.0,0.4844925282291712
6-digit-mexican-tourney,4,1,6 Digit Mexican Tourney,技术型,"games, community",1,1,Other,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1.0,0.4914839872622186
yt-project,10,0,yt Project,技术型,open source,2,2,Unknown,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,4.0,0.4599183379151949
lock-bot-network,4,1,Lock Bot Network,技术型,community,1,1,GB,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,2.0,0.5619376289092557
evoinos-heritage,5,1,Evoinos Heritage,公益型,"heritage, cyprus, viticulture, ungrafted, community",1,1,Unknown,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,2.0,0.2852686771648423
terraforge3d,3,0,TerraForge3D,技术型,open source,1,1,Other,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,3.0,0.5381821492402422
manim,5,0,Manim,技术型,open source,1,1,Unknown,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,3.0,0.42811491813997143
dyrectorio-platform,5,0,dyrector.io platform,技术型,"open source, cloud, docker, kubernetes, containers, cicd, ci/cd, platform, developer, engineers",3,2,Unknown,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,2.0,0.40092266112237174
fff_schorndorf,4,0,Fridays for Future Schorndorf,公益型,"movement, climate justice, fridays for future, fff, climate crisis",2,2,DE,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,5.0,0.5067915040512853
javaistic,4,0,Javaistic,技术型,"javaistic, open source, java, oops, java-open-source, foss",1,1,Other,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,4.0,0.5660466761768198
osjs,4,0,OS.js,技术型,"cloud-platform, desktop, javascript, osjs, web-desktop, open source",1,1,Unknown,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,6.0,0.5069728395051044
do_action-lagos,5,3,do_action Lagos,公益型,"other, wordpress, meetup",1,1,Other,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,6.0,0.5025537747303265
moeoverflow,4,0,MOEOVERFLOW,技术型,,1,2,Other,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,6.0,0.6168686579100335
aqurusmc,3,0,AQur Us Craft,技术型,"other, open source, javascript, community",1,1,Other,1,1,1,1,1,0,0,1,0,0,0,0,1,0,0,1.0,0.4844925282291712
hartcliffe-club-for-young-peop,5,0,Hartcliffe Club For Young People,公益型,community,1,1,GB,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,2.0,0.4224311131026008
jacksonkasi0,4,0,jacksonkasi,技术型,"jacksonkasi, react, developer, artist, jackson kasi",2,2,Other,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,3.0,0.5383405384874208
peachpiecompiler,3,1,PeachPie Compiler,技术型,"aspnet-core, coreclr, dotnet, dotnetcore, microsoft, netstandard, open source, pchpcompiler, peachpie, php, php-compiler, roslyn",2,1,Unknown,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,6.0,0.5113794923302922
caption,4,0,Caption,技术型,"app, caption, electron, electron-app, macos, linux, windows, subtitles, open source, free, ad-free, javascript, react",1,1,Unknown,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,7.0,0.5338061740573902
walletconnect,4,0,WalletConnect,技术型,"open source, web3, wallet, wallets, ethereum, crypto, cryptocurrency",1,2,Unknown,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,5.0,0.4789667729986667
catherine-joie,4,0,Catherine Joie,公益型,journalism,1,1,Other,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,6.0,0.4841597121585155
openintents,4,1,OpenIntents,技术型,"open source, stacks, mobile, android, blockchain",2,2,Unknown,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,7.0,0.5383498496752751
disabled-people-against-cuts,7,0,Disabled People Against Cuts,公益型,community,1,1,GB,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,2.0,0.42495829003937546
contactsandiego,5,0,Contact Improvisation San Diego,教育型,"dance, arts, san diego, contact improvisation, community",2,2,US,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,2.0,0.4726230750271966
san-diego-sra,5,0,San Diego SRA,公益型,"association, community",1,1,US,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0.0,0.4171590653122861
kcd-africa,6,0,Kubernetes Community Days Africa,技术型,community,1,1,Unknown,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,4.0,0.45590649992237825
persiandate4mysql,4,0,PersianDate4MySQL,技术型,"open source, mysql",1,1,Other,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,4.0,0.5660466761768198
coact,3,0,COACT,技术型,association,2,1,Other,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,6.0,0.6167180287720662
poweradmin,5,0,Poweradmin,技术型,open source,2,3,Other,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,3.0,0.5384989199946246
pona,4,0,ma pona pi toki pona,教育型,"toki pona, language, conlang, community",1,1,Unknown,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,2.0,0.2824852823655583
gdg-montreal,3,0,GDG Montreal,技术型,"gdg, community care, education, technology, community",1,1,Other,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1.0,0.4844925282291712
joshua-studio,3,0,Joshua Studio,技术型,"open source, godot, gamedev, community",1,1,Other,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1.0,0.4844925282291712
opensuspect,7,0,OpenSuspect,技术型,open source,2,2,Unknown,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,4.0,0.4560645875140524
open-badge-project,5,0,Open Badge Project,教育型,community,2,2,Unknown,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,2.0,0.2826144706416919
moemyintmaung,4,1,Moe Myint Maung,公益型,"other, open source, association, javascript, community",1,1,Unknown,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0.0,0.24255426614203196
art-of-the-bay-collective,33,1,Art of the Bay Collective,公益型,"community, hayward, art community, art meetups, meetups, east bay, bay area, workshops",29,28,US,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0.0,0.42818566052865287
jewishalmanac,3,0,JewishAlmanac,教育型,"jewish, judaism, podcast, almanac, mazeldon, jewish learning, jewish education, education, community education, oklahoma, jewish humanist, religious humanist, community",1,1,Unknown,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,2.0,0.28143757947182496
cup,3,0,Cup Language,技术型,"cup, open source",1,1,Unknown,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,3.0,0.4255828621557099
candy-horses,3,0,Candy Horses,公益型,community,1,1,US,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,3.0,0.49445472077242464
html-next,3,0,html-next,技术型,open source,1,1,Unknown,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,3.0,0.4255828621557099
ln2e,3,0,Link ecommerce,技术型,covid-19,1,0,Unknown,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,4.0,0.4531824417430774
visualpython,3,0,Visual Python,技术型,"open source, visualpython, visual python, visual programming, big data, data analytics, data science, visual coding, python, jupyter notebook, code generator, software",1,1,Other,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,4.0,0.5647750958508125
veandco,5,0,veandco,技术型,,2,3,Unknown,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,6.0,0.5059979259825302
librospherefr,5,0,Librosphere.fr,教育型,"pleroma, peertube, instance, serveur, logiciel libre, communauté",1,1,FR,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,3.0,0.4315015391440364
almokdad,3,0,Alwatanya for invesment projects,技术型,"open source, community",1,1,Other,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1.0,0.4844925282291712
discoveryjs,5,0,Discovery.js projects,技术型,"open source, javascript, json, data visualization, data analysis, developer tools",4,3,Unknown,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0.0,0.34950037950964374
refugee-connection,4,0,Refugee Connection,公益型,"volunteer, donation, refugees, refugee free store, donation pickup, donation delivery, community",1,1,US,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,2.0,0.4689038625911911
kobra,4,0,Kobra,技术型,open source,1,2,US,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,4.0,0.6525329163246715
flax-project,4,0,Flax Project,技术型,flax,1,1,GB,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,3.0,0.5826740002378054
1ce,4,0,1CE - 1Click Extensions,技术型,"capture, chrome, chrome-extension, crop, download, extension, google-chrome, javascript, screenshot, screenshot-extension, webpage, webpage-screenshot, open source",2,2,Unknown,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,7.0,0.532676788504272
boardswales,4,1,Boards Wales,公益型,"community, governance, wales",3,1,GB,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0.0,0.37513609937586895
shirakumo,6,0,Shirakumo,技术型,"community, open source, software, common lisp, lisp, gamedev, webdev",1,1,Other,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,4.0,0.5685872139824887
we-are-peers,14,0,We are peers,公益型,"movement, community",1,1,Unknown,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1.0,0.2684998751519848
gaucheanticapitaliste,3,0,Gauche anticapitaliste,公益型,"anticapitalist, movement, activism, election, community",1,1,Other,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1.0,0.3529155498227874
britechartsorg,3,1,Britecharts,技术型,"open source, d3.js, charts, data visualization, hacktoberfest",1,1,US,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,5.0,0.681332036527264
sabf,5,0,SABF,教育型,"association, movement, business, nonprofit, community building, international, community, argentina, buenos aires",2,2,Other,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1.0,0.357519819214588
mac-cleanup,4,0,mac-cleanup,技术型,"bash, cleaning, cleanup-script, osx, open source",1,1,DE,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,5.0,0.640124262286953
bitscoins,3,0,Bits n Coins,技术型,"community, cryptocurrency, bitcoin, ethereum, electroneum",1,1,US,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,5.0,0.6763597417552228
kmon,6,0,kmon,技术型,"linux, kernel, open source",1,2,Unknown,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,5.0,0.48155017814941004
york-migrant-solidarity,3,0,York Migrant Solidarity,公益型,"refugees, migrants, asylum seekers, solidarity, community care, community cafe, community organizing, community support, community",1,1,GB,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,2.0,0.4199079906149131
devs-with-disabilities,3,0,Devs with Disabilities ,公益型,"other, engineering, tech, disability, a11y, accessibility, w3c",1,1,US,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,6.0,0.5745482256178102
corpus-christi-mutual-aid,2,0,Corpus Christi Mutual Aid,公益型,community,1,1,US,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,4.0,0.5200345771122559
bagerhatpandemic,2,2,Support Covid-19 Affected People of Bangladesh Bagerhat,公益型,"covid-19, awareness, bangladesh, bagerhat, corona gov bd, update news, pandemic, response, livelihood, aosed",1,0,Other,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,4.0,0.4406176490326077
nrsh,4,0,NRSH,技术型,"community, mental health",1,0,US,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,4.0,0.654587711732053
monbrit-club,3,0,MONBRIT CLUB,教育型,community,1,1,GB,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,2.0,0.42339291697665693
xgo,3,0,xgo,技术型,"open source, golang",1,1,Unknown,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,4.0,0.45205822831708947
blackmusicsummit,6,0,Black Music Summit,教育型,"community, music, events, summit",1,1,GB,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,2.0,0.4271874116016448
slowmusic,3,0,slowmusic,技术型,"ambient music, music, community, musicians, microfestivals, slowmusic",1,1,DE,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,2.0,0.5617122791821051
project-u,3,0,Project U,技术型,community,1,1,Unknown,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,2.0,0.39952747820109963
cmc,3,2,Mr. V,教育型,"indie creators, social network, video network, community",1,1,US,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,2.0,0.48255348515282104
locopop-tech,4,0,locopop-tech,技术型,"community, open source, local, social impact, social enterprise, software, uk",1,1,GB,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,2.0,0.5563155381523476
ruas-vivas,5,0,Ruas Vivas,公益型,"education, art, community",1,1,Other,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1.0,0.3552826712825432
azai,4,9,Azai,技术型,"open source, web-application, ai, artifical intelligence, cooperatives, small business, technology-startups, community",1,1,Unknown,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,2.0,0.45091077561740184
ethiotelecom-et-telebirr,3,1,Telebirr,技术型,"open source, python, python-library, php, react, hacktoberfest",1,1,Other,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1.0,0.4901907001690021
keeper,1,0,Keeper,技术型,,1,0,Unknown,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,9.0,0.5840740566101315
thecolombopost,4,1,TheColomboPost,教育型,"journalism, public media, sri lanka, community",1,1,Unknown,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,3.0,0.30963605973190506
cq-prolyfill,3,0,cq-prolyfill,技术型,"container-queries, css, element-queries, javascript, open source",1,1,Unknown,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,7.0,0.5325181434903857
metro4,3,0,Metro 4 Components Library,技术型,"css, html, html5, javascript, jquery, less, metro, metro-ui, metro-ui-css, metro4, open source",1,1,Unknown,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,6.0,0.5056793250531251
drf-extensions,4,0,drf-extensions,技术型,"open source, django, python, django-rest-framework",1,2,Unknown,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,6.0,0.5058386261105673
innereq,5,1,Inner Equestria,技术型,,1,1,Unknown,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,6.0,0.5139652690247928
remote-ruby,5,0,Remote Ruby,技术型,community,1,1,US,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,5.0,0.678621131777875
flatgeobuf,3,0,FlatGeobuf,技术型,open source,1,1,Other,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,5.0,0.5910004750315695
iseselagbao,3,4,iseselagbao,公益型,"movement, community, indigenous, culture, spirituality, yoruba, africa",1,1,Unknown,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,3.0,0.32019752636245696
fundacion-razas-unicas,3,1,Foundation Razas Unicas - Colombia,公益型,"colombia, abused street animals, rescue, second chances, community",1,1,Other,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,3.0,0.4089363576513501
relay-impact,4,1,Relay Impact,公益型,"impact, asia-pacific, responsible-growth, sustainable-finance, climate, newsletter",1,1,Other,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,3.0,0.4101877536236961
angular-tree-component,3,0,Angular Tree Component,技术型,"angular, angular2, angular4, angular5, frontend, frontend-components, javascript, javascript-library, library, open source, tree, tree-component, treeview, typescript, typescript-library",1,1,Unknown,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,6.0,0.5056793250531251
mobileafya,3,0,Mobile Afya,技术型,"covid-19, health, tech for good, africa, digital health, community",1,1,Unknown,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,2.0,0.39952747820109963
voz,3,0,Voz,技术型,movement,1,1,GB,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,6.0,0.6572807692966057
general-strike-collective,3,0,General Strike Collective of WRC,公益型,community,1,1,Unknown,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,3.0,0.3006731542912255
bear45,3,0,Justin Fowler,技术型,,1,1,US,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,5.0,0.6763597417552228
elambmex,3,0,EL AMBIENTALISTA,公益型,"association, movement, open source, community",1,1,Other,1,1,1,0,0,1,1,0,0,0,0,0,1,0,0,2.0,0.3778439030752289
zheln,3,32,Zheln,技术型,"critical appraisal, pubmed, evidence synthesis, open science, systematic review, replication study",1,1,Other,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,4.0,0.7291681834548097
open-genus,4,0,OpenGenus,技术型,"community, open source, algorithm, data structure, computer science, opengenus",1,2,Other,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,4.0,0.5649317376296772
wegovnyc,4,0,WeGovNYC,公益型,sarapis,1,1,US,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,7.0,0.6018418649149252
netdata,4,0,netdata,技术型,"agent, alarm, benchmark, dashboard, docker, freebsd, health-check, iot, linux, macos, metrics, monitor, monitoring, notifications, performance, real-time, statsd, status, statuspage, web-analytics, open source",1,2,Unknown,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,7.0,0.532676788504272
code-for-magdeburg,4,0,Code for Magdeburg,技术型,"association, opendata",1,1,DE,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,6.0,0.6645064095730242
voedselparkamsterdam,6,0,Stichting Voedselpark Amsterdam,公益型,"urban farming, regenerative agriculture, commons, community, non-profit organization",2,1,Other,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1.0,0.3564689010211704
baller4ever,2,0,BALLER Le Loup du Nord,技术型,community,1,0,Unknown,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,3.0,0.4254270766023272
tech-by-choice-org,3,0,Tech By Choice - Los Angeles,技术型,"tech by choice, nonprofit, stem nonprofit, tech, diversity, urm",1,1,US,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,4.0,0.6523884074331554
