slug,members,updates,name,type,tags,contributionsCount,totalFinancialContributors,country,flag,tag_community,tag_open source,tag_javascript,tag_other,tag_association,type_公益型,type_技术型,type_教育型,country_DE,country_FR,country_GB,country_Other,country_US,country_Unknown,age,propensity_score
pizzaql,6,0,PizzaQL,技术型,"apollo, auth0, authentication, babel, database, formik, graphql, javascript, nextjs, open source, order-management, orders, pizza, pizzaql, prisma, react, restaurant, ssr, styled-components",2,3,Other,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,6.0,0.6182413817006287
modern-hpc,3,0,null test repo,技术型,,1,0,Other,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,4.0,0.5658901273556823
endurance-scholarship,75,15,The Endurance Scholarship,教育型,"chicago, community, education, travel, illinois, usa, students",57,48,Unknown,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,5.0,0.47170791937922574
purescript,24,1,PureScript,技术型,,476,17,Unknown,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,5.0,0.49351504941487
school-of-wise-innovation,3,0,School of Wise Innovation,教育型,community,1,1,US,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1.0,0.4444878741378625
the-freebsd-foundation1,5,0,The FreeBSD Foundation,技术型,"other, open source",2,3,US,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,5.0,0.6766386805283562
whocards,86,0,WhoCards,技术型,"movement, community, game, connection, openness",81,80,Unknown,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,2.0,0.4166869058645307
bizzy-izzy-fitness,6,0,Bizzy Izzy Fitness,技术型,,4,1,GB,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2.0,0.5588686481137081
tpf,369,0,The People's Fundraiser,公益型,"district of columbia, dmv, grantmaking, maryland, social justice, solidarity, usa, virginia. washington dc",208,168,US,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2.0,0.7323365900752145
jarlkyotoclub,8,0,JARL Kyoto Club,技术型,"community, amateur radio, youth development, ham radio",1,1,Unknown,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1.0,0.38010606808582237
dmrg,9,0,Dungeon Monitors Resource Group,技术型,community,5,6,US,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1.0,0.5781787011200885
debug,29,1,debug,技术型,"open source, node.js, node, javascript, debug, js, typescript, browser, web",548,23,Unknown,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,8.0,0.573298556160231
be-intentional,4,0,Be Intentional Ltd,公益型,community,8,2,GB,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,2.0,0.4200632326930327
rebelsmanager,11,3,XR Rebels Manager,技术型,"open source, extinction-rebellion, extinctionrebellion, rubyonrails, climate-change",18,8,Unknown,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,5.0,0.49830968010099164
west-devon-junior-netball,4,0,West Devon Junior Netball League,教育型,community,2,1,GB,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,2.0,0.42465676787034107
wobbly,10,0,Wobbly,技术型,"other, labor, union, app",72,6,GB,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,6.0,0.6603234517400214
liberia-foss-collective,7,1,Liberia FOSS Collective,技术型,community,3,3,Other,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,3.0,0.5467278499040391
lewisham-cooperation-town,18,0,Lewisham Cooperation Town,公益型,,83,9,GB,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,4.0,0.48331812652589734
brigg-and-areas-mutual-aid,49,0,Brigg and Areas Mutual Aid,公益型,,69,40,GB,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,5.0,0.515130837767964
fbrc,14,4,Flow Battery Research Collective,技术型,"open source hardware, flow batteries, open science, energy storage, open source, hardware, open hardware, energy, battery, research, citizen science, science communication, community building",37,9,Unknown,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,2.0,0.4266380625134503
scuttlecamp,6,1,Scuttlecamp,技术型,"other, open source",1,2,Unknown,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,5.0,0.4872464529654982
chaijs,58,0,Chai,技术型,"open source, javascript, testing, mocha, vitest, cypress, typescript",655,45,Unknown,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,9.0,0.6059446406328794
allforclimate-uk,114,5,All For Climate UK,公益型,"uk, movement, climate",4,4,GB,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,5.0,0.6624655561033375
chrome-react-ai,14,0,React and GenAI,技术型,"other, open source",32,8,Unknown,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,5.0,0.4850895975545656
spina,22,0,Spina,技术型,"cms, gem, rails, rails5, ruby, spina, spina-cms, spina-gem, website, open source",249,19,Unknown,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,7.0,0.5366597257326573
analysis-tools,15,2,Analysis Tools,技术型,"open source, static analysis, dynamic analysis, linters, code-quality",181,10,DE,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,5.0,0.6542116414884915
befriendingatdsrc,7,0,Befriending at Devon and Cornwall Refugee Support,公益型,community,1,1,GB,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,2.0,0.42495829003937546
ruffle,318,0,Ruffle,技术型,open source,1795,282,US,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,4.0,0.7280157919344977
atlbikeshed,4,1,Atlanta Bike Shed,公益型,"bicycle repair, bicycle, electric-bicycles, framebuilder, community",7,1,US,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1.0,0.4478711431735845
newether,8,0,NewEther 2.0 company,技术型,usa,6,3,US,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,3.0,0.6315368180983008
react-day-picker,3,0,react-day-picker,技术型,"date-input, datepicker, daterangepicker, javascript, react, react-component, open source",1,1,Unknown,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,7.0,0.5325181434903857
wegotthisseattle,283,22,We Got This Seattle ,公益型,"coronavirus, covid, covid-19, food, frontline workers, health, healthcare workers, pacific northwest usa, pnw, seattle, usa, washington",401,242,US,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,5.0,0.7407879045436511
corpusfamily,79,1,CORPUS Family,公益型,"arts and culture, community, music, new york, new york city, nyc, usa, youth",272,58,US,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,4.0,0.5604065139582525
discordpy,140,0,discord.py,技术型,"open source, discord",890,118,US,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,3.0,0.6682047936239652
gramaddict,26,0,GramAddict,技术型,,132,19,US,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,4.0,0.660808670590629
funding-tools,12,1,Funding Tools,技术型,"drupal, wordpress, open source",3,3,US,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,5.0,0.6894177986956698
project-data,8,1,Project-Data,技术型,"open source, research, supply chain",2,2,Unknown,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,5.0,0.4898325323509954
allforclimate-uk,114,5,All For Climate UK,公益型,"uk, movement, climate",4,4,GB,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,5.0,0.6624655561033375
ukvma,74,2,Ukrainian Village-West Town Mutual Aid,公益型,"chicago, community, illinois, midwestern usa, mutual aid, solidarity, ukraine, usa",353,50,US,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,3.0,0.5420275474106838
rupelplex,4,0,RupelPLEX,技术型,"open source, usa, community",2,1,Unknown,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0.0,0.3503876344935885
workshops,5,0,Open Source Workshops,教育型,"oscollective, training, support, coaching, workshops",2,1,US,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,3.0,0.5006146053557456
big-arts-organization,5,0,Big Arts Organization,公益型,"arts and culture, climate justice",1,1,Unknown,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3.0,0.3028538691370124
ascend-collective,5,0,ascend collective,公益型,community,4,3,US,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,3.0,0.4947733281777236
ttww-infrastructure-fund,19,3,The Tech We Want Infrastructure Fund,技术型,,27,3,US,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2.0,0.6356709786591066
ukvma,74,2,Ukrainian Village-West Town Mutual Aid,公益型,"chicago, community, illinois, midwestern usa, mutual aid, solidarity, ukraine, usa",353,50,US,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,3.0,0.5420275474106838
moonshine,4,13,MoonShine,技术型,"open source, php, laravel, laravel-admin-panel",8,2,Unknown,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,2.0,0.47245320853997286
colly,23,0,Colly,技术型,"crawler, crawling, framework, go, golang, scraper, scraping, spider, open source",321,18,Unknown,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,7.0,0.5390739165494915
hotio_collective,37,0,hotio,技术型,open source,35,32,Unknown,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,4.0,0.4608111907162136
quicksilver,53,0,Quicksilver,技术型,,178,46,Unknown,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3.0,0.4389698924422462
rogers-park-fnb,295,3,Rogers Park Food Not Bombs,公益型,"community, food not bombs, food justice, mutual aid, food waste, feed the people, unhoused support, rogers park, chicago, no waste, free food",1305,240,US,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,4.0,0.641150221383522
strider,7,7,Strider,技术型,open source,5,4,Unknown,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,8.0,0.5997765647289046
the-persistence,12,0,The Persistence,技术型,"civic tech, coaching, community, diversity and inclusion, event, meetups, mentorship, usa",38,5,US,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,4.0,0.6588060187884838
wwcodestlouis,8,0,Women Who Code St. Louis,技术型,other,6,1,US,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,6.0,0.7048507902210543
whisparr,30,0,Whisparr,技术型,,97,22,Unknown,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3.0,0.43647913550533324
navit,16,0,navit,技术型,open source,24,4,Unknown,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,8.0,0.5723523872785491
worldiaday-richmond,8,0,World IA Day Richmond,技术型,"information architecture, world ia day, community, richmond, worldiaday, events, us nonprofit, coop",3,3,US,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1.0,0.5802352384948625
grassmannjl,5,0,Grassmann.jl,技术型,"open source, math, mathematics, geometry, algebra",2,2,US,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,5.0,0.6776307050965883
crossplatformkorea,55,7,Cross-Platform Korea,技术型,"open source, cpk, crossplatformkorea, cross-platform korea",230,20,Other,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,5.0,0.6705415729253855
fundacion-leglise,9,0,"Fundación Leglise, AC.",公益型,"education, volleyball, children, youth",79,3,Other,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,5.0,0.4615457703372155
secosol,8,0,SECOSOL,公益型,"civilrights, community, vote, latino, engagement, movement, cooperatives, nonprofit",2,3,US,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,6.0,0.5786494434282814
xr-belgium-trainings,8,0,XR Belgium Trainings,教育型,"xr, extinctiontrebellion, belgium, climate",3,4,Other,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,5.0,0.4626837441901024
okionu-birth-foundation,21,6,Okionu Birth Foundation,公益型,"colorado, denver, food, mental health, southwestern usa, usa",68,14,US,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,4.0,0.5637414488887259
metamask,476,0,MetaMask,技术型,"open source, crypto",623,418,US,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,7.0,0.8187218820874567
gridt,18,1,Gridt,技术型,"social network, social movement, gridt, movement",11,8,Unknown,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,6.0,0.5228306044748432
roslindale-food-collective,128,1,Roslindale Food Collective,公益型,"boston, food, massachusetts, mutual aid, northestern usa, usa",337,120,US,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,3.0,0.5268521964654455
akibaparty,6,2,akiba.party,技术型,"community, online, usa, meetup",17,3,Unknown,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,2.0,0.41208087587928566
vue-stripe-checkout,10,24,Vue Stripe,技术型,open source,32,6,Other,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,5.0,0.716876489920354
worldiaday-richmond,8,0,World IA Day Richmond,技术型,"information architecture, world ia day, community, richmond, worldiaday, events, us nonprofit, coop",3,3,US,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1.0,0.5802352384948625
alversjo,459,2,Alversjö,技术型,,1126,374,Other,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,3.0,0.7038847991818575
kent-food-hubs-ashford,75,2,Kent Food Hubs Ashford,公益型,coop,223,53,GB,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,5.0,0.5453042186818557
cactus-comments,13,0,Cactus Comments,技术型,,72,8,Other,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,3.0,0.5431454820385946
hfhp,61,0,Healthy Food Healthy Planet,公益型,community,1,1,Unknown,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0.0,0.2959694919711635
sleightsfc,16,0,Sleights Football Club,公益型,,6,4,GB,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1.0,0.40684378448056235
sming,9,0,Sming,技术型,"arduino, embedded, esp8266, espressif, iot, iot-framework, sming, ssl-support, wifi, open source",131,5,Unknown,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,7.0,0.5357278462839001
tornei-monachelle,5,1,Tornei Monachelle,技术型,"meetup, giochi, tornei, volontariato, attività, sociali",3,2,Other,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,5.0,0.5978999653684315
veganbrussels,176,0,Vegan Brussels,公益型,"movement, brusselstogether, vegan, brussels, veganizer, food",216,164,Unknown,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,8.0,0.4623770772487624
newsiesocial,510,3,Newsie.Social,技术型,"journalism, media, mastodon, community, news, fediverse, social media, news media, social network",4601,486,US,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,2.0,0.7121467769464572
vuepic1,5,0,Vuepic,技术型,"vue, vue 3, open source",39,1,Other,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,3.0,0.5407534660032357
lem,39,0,lem,技术型,"lisp, common lisp, scheme, programming, shell script, c, open source",488,31,Unknown,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,7.0,0.5449841427141392
mastodon-me-uk,270,0,Mastodon.me.uk,技术型,"mastodon, fediverse, uk",2979,246,GB,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,8.0,0.7569921899309089
armory-coffee-club,12,9,Armory Coffee Club,公益型,"cooperative, coffee, community",80,8,US,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1.0,0.4957052174656072
openipc-eu,16,0,OpenIPC (EU),技术型,"association, openipc, ipcam",16,6,Other,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0.0,0.46879003267740044
medias-de-demain,5,0,Médias de demain,技术型,"nouveaux récits, transition, medias, climat, planète",12,1,Other,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2.0,0.5139559100518585
supporting-the-elderly-and-dis,6,1,Supporting the Elderly and Disabled,公益型,"elderlycare, disabilitysupport, differentlyabled, elderlyassistance, community",1,1,US,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1.0,0.450431821726953
playworkskerryproject,4,0,Playworks ,公益型,"movement, changex",11,1,Unknown,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,7.0,0.3992078295579748
vivero,31,21,Vivero,技术型,"community, bioregion, regeneration",164,19,US,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,2.0,0.72245193435034
monotorrent,6,0,MonoTorrent,技术型,"bittorrent, c-sharp, csharp, torrent, open source",19,4,Other,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,5.0,0.5914625287568711
curl,755,1,curl,技术型,"c, client, curl, ftp, http, https, ldap, libcurl, library, transfer-data, user-agent, open source, hacktoberfest",3743,714,Unknown,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,7.0,0.6919542561236136
ruidonoise,12,0,Ruido/Noise,技术型,community,2,2,US,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1.0,0.5863693120562924
selenium,56,2,Selenium,技术型,"open source, browsers, standards, testing, selenium, selenium-webdriver, automation",156,41,Unknown,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1.0,0.4069490611746894
moonshine,4,13,MoonShine,技术型,"open source, php, laravel, laravel-admin-panel",8,2,Unknown,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,2.0,0.47245320853997286
microsolidarity-turtle-island,18,3,Microsolidarity Turtle Island,公益型,"community, education, events, holyoke, massachusetts, meetup, mutual aid, networking, northestern usa, open source, usa",102,10,US,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,2.0,0.49387216031009773
panda3d,76,0,Panda3D,技术型,"cross-platform, game-development, game-engine, gamedev, multi-platform, python, open source, opengl, panda3d, panda3d-game-engine",1318,62,Unknown,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,6.0,0.5308835250124935
xr-reunion,92,2,XR Réunion,技术型,community,257,79,FR,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,5.0,0.6482039938838501
chicagolandwarehousefund,88,0,ChicagolandWarehouseFund,公益型,"chicago, community, illinois, midwestern usa, mutual aid, usa",139,84,US,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,3.0,0.5102642379102317
joycesforest,7,2,Joyce's Forest,公益型,,4,4,US,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2.0,0.4807549328394808
warwickmutualaid,128,5,Warwick Uni Workers Mutual Aid Hardship Fund,公益型,"covid-19, warwick, university, hardship, mutualaid",196,123,GB,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,5.0,0.5515103537190907
f28-studio,32,0,L`inventaire,技术型,"host, smartcity, brusselstogether, fearlesscity, fearless city, brussels, europe, vzw, asbl, other, pta, studentclub, politicalparty, movement, lobbying, neighborhood, coop, association, collective, meetup",148,23,Other,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,5.0,0.6030877304367964
northeast-al-sra,4,0,Northeast AL SRA,公益型,,1,1,US,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0.0,0.41590139830167827
newether,8,0,NewEther 2.0 company,技术型,usa,6,3,US,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,3.0,0.6315368180983008
reparations-archiving-project,4,0,Reparations Archiving Project,公益型,"movement, reparations, web archives, afrikanreparations, community, documentary film, home",1,1,GB,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0.0,0.3698052160137161
hyperdrive-samsung-next-decentralization-grant,8,0,Hyperdrive - Samsung/Next Decentralization Grant ,技术型,"open source, samsung/next, decentralization, other",2,2,Unknown,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,6.0,0.5110119995927134
migrantartists-mutual-aid-fund,39,11,Migrant Artists Mutual Aid,公益型,community,133,32,GB,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,4.0,0.5469707619352198
create-react-app,34,1,Create React App,技术型,"build-tools, react, zero-configuration, open source, facebook open source",200,28,US,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,6.0,0.712046574423318
zokrates,21,0,ZoKrates,技术型,"open source, cryptography, blockchain, ethereum, zksnarks",22,14,Unknown,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,6.0,0.514215537079813
missingpiece,30,2,The Missing Piece: Creating Healing Listening Spaces,公益型,"community, education, health, online, wellness, workshops",7,16,Unknown,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,3.0,0.3258926569063721
nsfwfilter,3,1,NSFW Filter,技术型,open source,1,1,Other,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,5.0,0.5965018355433439
projectnaomi,9,0,Project Naomi,技术型,"open source, vocal assistant, personal assistant, assistant, speech recognition, text to speech, speech to text, home automation, naomi, voice",103,4,US,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,5.0,0.6801647536503409
funding-tools,12,1,Funding Tools,技术型,"drupal, wordpress, open source",3,3,US,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,5.0,0.6894177986956698
angels-club,6,1,Angels Breakfast and Afterschool club,公益型,,2,1,Unknown,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3.0,0.3087942809034377
tapetenresonanz,18,2,Tapetenresonanz,技术型,"community, art, website",45,14,DE,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,3.0,0.6034597898521168
curl,755,1,curl,技术型,"c, client, curl, ftp, http, https, ldap, libcurl, library, transfer-data, user-agent, open source, hacktoberfest",3743,714,Unknown,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,7.0,0.6919542561236136
resilencio,7,0,Resilencio,技术型,"community, rural",12,6,Other,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,3.0,0.5376878994910554
worldiaday-richmond,8,0,World IA Day Richmond,技术型,"information architecture, world ia day, community, richmond, worldiaday, events, us nonprofit, coop",3,3,US,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1.0,0.5802352384948625
element,33,0,element,技术型,open source,188,24,Unknown,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,8.0,0.5716720751550298
olivier-binette-collective,5,0,Olivier Binette,技术型,"community, python, r, data science",6,2,Other,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,3.0,0.5396263956921266
spina,22,0,Spina,技术型,"cms, gem, rails, rails5, ruby, spina, spina-cms, spina-gem, website, open source",249,19,Unknown,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,7.0,0.5366597257326573
ecosystems-c3,7,2,Ecosyste.ms Platform Development,技术型,"civic tech, online, open source",3,2,Unknown,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,3.0,0.4407499158102496
univer,9,0,Univer Open Source Projects,技术型,"open source, javascript, office, spreadsheets, slides, documents, formulas",16,4,Unknown,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1.0,0.3781199024560197
bx-community-collective,39,2,Community Members Supporting BxD Workers,公益型,"workers, strike, labor, community",39,37,US,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1.0,0.4579245339183395
the-r-project-collective,63,2,The R Project Collective,技术型,,14,5,US,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,4.0,0.7246233905326169
kubernetes-indonesia-org,4,0,Kubernetes & Cloud Native Indonesia,技术型,"open source, kubernetes, cncf, open community, community",11,1,Other,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1.0,0.4857851068768334
change-waco,8,0,ChangeWaco,公益型,"coalition, social justice, southern usa, texas, usa, waco",3,3,US,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,4.0,0.52551665647502
drupal-mastodon,39,0,Drupal Mastodon,技术型,"open source, drupal, mastodon, community",322,34,Other,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,2.0,0.5204993932484935
clarendon-shared-owners-tenant,77,0,Clarendon Shared Owners Tenants' Association,公益型,community,70,68,GB,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1.0,0.41295406844974736
tidal-media-downloader,8,0,Tidal Media Downloader,技术型,"tidal-gui, tidal-dl, tidal media downloader, tidal",21,4,Unknown,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,5.0,0.48186839611841353
mastodon-me-uk,270,0,Mastodon.me.uk,技术型,"mastodon, fediverse, uk",2979,246,GB,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,8.0,0.7569921899309089
disco-one-project-grant,12,3,DisCO One Project Grant,公益型,"civic tech, coop, global, online",3,4,Unknown,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3.0,0.32241170493749016
phpshopify,6,0,PHPShopify,技术型,"php-sdk, php-shopify, shopify, shopify-api, shopify-sdk, open source",77,3,Other,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,5.0,0.5925585132798936
new-collect,3,0,new collect,公益型,association,1,1,Unknown,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,6.0,0.3725062361542246
libresh,12,0,libre.sh,技术型,"free software, docker, kubernetes, helm, hosting, email, open source",11,6,Unknown,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,7.0,0.5384594884880072
gatherfor-team-8,11,0,Thriving Mamas,公益型,community,9,1,Unknown,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1.0,0.26546169122771135
cabal-club,36,8,Cabal,技术型,,390,25,Unknown,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,5.0,0.5397930346574848
kommt-tanke,6,0,Patrick hild,技术型,community,1,2,DE,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,3.0,0.5906466874518117
elm-tooling,20,1,Elm Tooling,技术型,"open source, elm, functional programming, web, frontend, hacktoberfest",229,14,Unknown,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,4.0,0.464916207410699
federatedpress,29,4,federated.press,技术型,"mastodon, journalism, community, media, fediverse, news, ethics",117,24,US,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,2.0,0.6308559438082949
chiral-comunidad,12,0,Chiral,技术型,"resiliencia, comunidad, autogestión, repoblación, apoyo mutuo, justicia climática",51,7,Other,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2.0,0.5162035154230308
ml4chemla,17,0,ML4chemLA,技术型,"civic tech, data science, open source, science, education, latin america, workshop",3,3,Unknown,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,3.0,0.44114339529688845
guppe-groups,123,6,Guppe Groups Platform Co-op,技术型,"open source, activitypub, mastodon, cooperative",571,116,US,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,2.0,0.6571199794070329
the-transparent-company,4,0,The Transparent Company,技术型,"open source, other, movement, community",2,2,Other,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,2.0,0.511529369550081
hrea,33,8,hREA,技术型,"open source, holochain, rea, valueflows, resource-event-agent, accounting",48,26,Other,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,3.0,0.5932201896076581
libresh,12,0,libre.sh,技术型,"free software, docker, kubernetes, helm, hosting, email, open source",11,6,Unknown,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,7.0,0.5384594884880072
community-care-tucson,59,1,Community Care Tucson,公益型,"community, mutual aid, tucson, food, unhoused, water, clothing",100,57,US,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,2.0,0.48220140988379206
core-js,1395,0,core-js,技术型,"es2015, es2016, es2017, es6, es7, esnext, polyfill, ponyfill, proposal, shim, open source, es2018, es2019, es2020, es2021, es2022, web standards",7751,1358,Unknown,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,6.0,0.7443382466705345
django-defectdojo,9,2,DefectDojo,技术型,"open source, security, vulnerability-management",17,3,US,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,5.0,0.6909750616972773
psionica,13,0,Psionica,技术型,"community, tools for thought, cognitive augmentation, artificial intelligence augmentation",73,7,Unknown,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,4.0,0.45813953086599674
flow-launcher,17,2,Flow Launcher,技术型,open source,42,10,Unknown,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,3.0,0.4445611188785019
clipy,77,0,Clipy,技术型,open source,339,74,Unknown,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,8.0,0.5718716525173565
synergy-hub,4,0,Synergy Hub Universal Residencies,技术型,other,1,1,Unknown,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,5.0,0.4800992717970298
