treated_index,control_index,treated_score,control_score
4,3705,0.3946176356010391,0.39447885806397237
4,269,0.3946176356010391,0.39501942280748403
4,2252,0.3946176356010391,0.395197964512789
5,4072,0.5365202989429845,0.5365202989429845
5,3929,0.5365202989429845,0.5365393414637042
5,3185,0.5365202989429845,0.5366597257326573
6,2258,0.4007696044267124,0.4007696044267124
6,939,0.4007696044267124,0.4007696044267124
6,1459,0.4007696044267124,0.4007696044267124
9,3294,0.33363009748525946,0.33333810010952464
9,2756,0.33363009748525946,0.3339680644127268
9,60,0.33363009748525946,0.3340851173009109
10,1077,0.4078157288021513,0.4078425224341483
10,4172,0.4078157288021513,0.4077683636570046
10,113,0.4078157288021513,0.40796964439243505
11,2515,0.6977353302460252,0.6975412695517049
11,3431,0.6977353302460252,0.6981694192554319
11,1424,0.6977353302460252,0.6995735467563728
12,2826,0.43708363607811934,0.43712726092225435
12,2745,0.43708363607811934,0.43692632020339994
12,3006,0.43708363607811934,0.43689614697381485
13,3487,0.42870484474494225,0.4284796550344676
13,3024,0.42870484474494225,0.4290147079682598
13,3322,0.42870484474494225,0.42903258942818395
14,1351,0.2430899838075696,0.24347014408419437
14,1395,0.2430899838075696,0.24263532563127363
14,1343,0.2430899838075696,0.2425182344714921
17,2927,0.48121285743817793,0.4812857921654282
17,83,0.48121285743817793,0.4810537620887633
17,4263,0.48121285743817793,0.4813910747610328
18,3184,0.4393177726390688,0.4389698924422462
18,3452,0.4393177726390688,0.4399269029452652
18,3955,0.4393177726390688,0.4385745236758673
20,1329,0.5677866297670936,0.5677866297670936
20,3064,0.5677866297670936,0.5675789095904108
20,2088,0.5677866297670936,0.5680792492162469
21,374,0.3781199024560197,0.3781199024560197
21,3837,0.3781199024560197,0.37810189547457407
21,870,0.3781199024560197,0.3779961430769878
23,2886,0.5614186488925322,0.5614421250590931
23,4099,0.5614186488925322,0.5613870429316529
23,2015,0.5614186488925322,0.5615628120095976
24,463,0.4568257245126374,0.45708344020027836
24,1206,0.4568257245126374,0.4565638806074965
24,45,0.4568257245126374,0.45653890328166774
30,463,0.4571336707490297,0.45708344020027836
30,2262,0.4571336707490297,0.4571904510877349
30,1069,0.4571336707490297,0.4571904510877349
34,3003,0.6462491729920126,0.6462941493581624
34,2535,0.6462491729920126,0.6463345139271127
34,3042,0.6462491729920126,0.646566169556704
36,3521,0.4364964425228204,0.43647913550533324
36,4111,0.4364964425228204,0.4367926624434212
36,3006,0.4364964425228204,0.43689614697381485
38,229,0.3985101329979965,0.3987434289591938
38,3307,0.3985101329979965,0.3982406346790054
38,3134,0.3985101329979965,0.3988884082487647
43,1844,0.6163720469095315,0.6167180287720662
43,1890,0.6163720469095315,0.6168686579100335
43,182,0.6163720469095315,0.6168686579100335
44,798,0.5109928641532023,0.5110119995927134
44,1416,0.5109928641532023,0.5108408568539838
44,3173,0.5109928641532023,0.5106899655605323
46,940,0.4088446099976433,0.4088816272998034
46,138,0.4088446099976433,0.4087394926118531
46,1276,0.4088446099976433,0.4087366864092551
51,3989,0.5403913558036795,0.5404987361326936
51,377,0.5403913558036795,0.5402519165832174
51,3293,0.5403913558036795,0.5405324578177289
53,966,0.6777699033684228,0.6777699033684228
53,1538,0.6777699033684228,0.6776307050965883
53,2786,0.6777699033684228,0.6770519811653194
55,578,0.45266100216632993,0.4524149611480734
55,184,0.45266100216632993,0.4523739624511703
55,3412,0.45266100216632993,0.45235901124541195
57,3776,0.37871951012126287,0.3787014919738266
57,2868,0.37871951012126287,0.37880581933156915
57,1286,0.37871951012126287,0.3784433394136954
59,759,0.5688609214812974,0.5689090235228202
59,1681,0.5688609214812974,0.5691042218830598
59,3403,0.5688609214812974,0.5685956604093733
62,1,0.3301305078104941,0.33019588361163366
62,3691,0.3301305078104941,0.33001158515200246
62,886,0.3301305078104941,0.33033684582947975
63,1024,0.4060580845615125,0.4060848419035265
63,4278,0.4060580845615125,0.40602114730302086
63,262,0.4060580845615125,0.40590439569947734
67,3064,0.5676302291802147,0.5675789095904108
67,1329,0.5676302291802147,0.5677866297670936
67,3511,0.5676302291802147,0.5674550189459492
69,1432,0.3015147636848072,0.3017623931651373
69,97,0.3015147636848072,0.3017623931651373
69,150,0.3015147636848072,0.3018805489181469
70,676,0.5139586662619385,0.5139559100518585
70,1210,0.5139586662619385,0.5139559100518585
70,1031,0.5139586662619385,0.5141151067024721
72,4040,0.5342819247576795,0.5342819247576795
72,1018,0.5342819247576795,0.5342819247576795
72,3984,0.5342819247576795,0.5342819247576795
73,1844,0.616753293373847,0.6167180287720662
73,1890,0.616753293373847,0.6168686579100335
73,182,0.616753293373847,0.6168686579100335
79,684,0.31933377951052055,0.31882254438736163
79,168,0.31933377951052055,0.31985583845699955
79,3940,0.31933377951052055,0.3181855969983497
81,3127,0.46238966952551697,0.4623770772487624
81,4341,0.46238966952551697,0.4624771508934491
81,1377,0.46238966952551697,0.4624901990691265
84,1400,0.6325457298590357,0.632811876651081
84,234,0.6325457298590357,0.6329338316271785
84,279,0.6325457298590357,0.6315368180983008
85,415,0.5609712685963876,0.5607592624106121
85,400,0.5609712685963876,0.5612301161421132
85,574,0.5609712685963876,0.5612428671756851
86,2295,0.5068119940212201,0.50666719720709
86,777,0.5068119940212201,0.5069728395051044
86,179,0.5068119940212201,0.5069728395051044
88,3809,0.37383431240152054,0.3739169817371996
88,1804,0.37383431240152054,0.37402858294442487
88,1637,0.37383431240152054,0.37402858294442487
90,3106,0.6450246914209182,0.6447207451527321
90,56,0.6450246914209182,0.6453421735507266
90,3751,0.6450246914209182,0.6454370885760314
92,2257,0.6085545346184975,0.608416529249404
92,607,0.6085545346184975,0.6079917700279386
92,2807,0.6085545346184975,0.6091628410222025
95,2881,0.4640938738240247,0.46418022719573226
95,3451,0.4640938738240247,0.46396041340794164
95,4367,0.4640938738240247,0.46426987899271843
99,1989,0.6655002082108342,0.663494053715289
