slug,name,type,tags,contributionsCount,totalFinancialContributors,country,flag,tag_community,tag_open source,tag_javascript,tag_other,tag_association,type_公益型,type_技术型,type_教育型,country_DE,country_FR,country_GB,country_Other,country_US,country_Unknown
frontpage,Frontpage,技术型,"open source, typescript, react, javascript, social media, federation, atprotocol",2,2,Unknown,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1
ehotransition,Eho! Transition,技术型,community,16,11,FR,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0
future-sottvi,State of the Territory Newsroom Growth,技术型,"impact startup, news, virgin islands, guam, northern mariana islands, american samoa, puerto rico, millennial, journalism, us territories, caribbean, saint john, saint thomas, saint croix, technology, culture, politics",8,5,Unknown,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
grammerhub,GRAMMERHUB,教育型,"education, movement, civic tech, developer, diversity in tech, tech4good, edtech, training, software development, empowerment, peer mentorship, leadership, peer-learning, pair programming",3,3,Unknown,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
follow-the-dragons,Follow The Dragons,公益型,"disability, creative, art, arts and culture, illustration, plymouth",1,1,GB,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
debian-gitlab,Debian Gitlab,技术型,"open source, freesoftware, debian, gitlab, git, ruby, rails, golang, nodejs, packaging",8,1,Other,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0
snabbdom,Snabbdom,技术型,"open source, dom manipulation, virtual dom, library, npm, package",14,3,Unknown,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1
didcot-dairy-story,Didcot Dairy Story,公益型,"heritage, digital heritage, archaeology, dairy, cultural heritage, agriculture, museum, didcot, community engagement, volunteer organisation",4,4,GB,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
turkey-and-syria-response-fund,Türkiye & Syria Earthquake Response Fund,公益型,,12,13,Unknown,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
tweetscraper,TweetScraper,技术型,open source,8,1,Unknown,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
wwcodemumbai,Women Who Code Mumbai,技术型,other,8,3,Other,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0
realtimeseo,Drupal - Real Time SEO module,技术型,"c-corp, other",10,2,Other,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0
tsmp,Tristan SMP,技术型,"community, minecraft",12,8,Other,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
pisadev,pisa.dev,技术型,"open source, association, meetup, javascript, software, community",7,6,Unknown,1,1,1,1,0,1,0,1,0,0,0,0,0,0,1
the-legacy-asset-network,The Legacy Asset Network,技术型,"participation, peer-to-peer, community",2,1,GB,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
amiaissecondlife,Amiais / LOCUS project @ Second Life,技术型,community,14,4,Unknown,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
praxis-survivors,Praxis Survivors,公益型,"housing, chicago, community",14,9,US,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
hanseviertel-leben,Hanseviertel-Leben,公益型,"community building, community organizing, community",5,2,DE,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
supabase-swift,Swift Client Libraries,技术型,community,5,1,Unknown,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
make-a-mark-balt,Make a Mark Baltimore,公益型,"501c3, arts and culture, baltimore, civic tech, event, maryland, mid-atlantic usa, usa",5,5,Unknown,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
koyuspace,koyu.space,技术型,community,15,5,Unknown,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1
oi-wiki,OI-wiki,教育型,"oi, wiki, noi, open source, icpc",10,3,Unknown,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1
korge,korge,技术型,"2d, android, animate, coroutines, engine, flash, game, game-engine, html5, jtransc, jvm, kotlin, kotlin-coroutines, lipsync, particles, spriter, swf, tiled, tweens, ui, open source",10,9,Unknown,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1
the-storytelling-collective,The Storytelling Collective,教育型,"mental health and wellbeing, creativity, art, radio, music, spoken word, performance, collaboration, community",2,1,Unknown,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
le-conseil,Le Conseil,公益型,"association, community",11,4,Unknown,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1
bbchallenge,The Busy Beaver Challenge,技术型,"open source, research",7,4,Unknown,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
entre-putxs,Entre Putxs,技术型,"sex workers, queer & trans, nonbinary, mutual aid network, artist collective, professional development, healing justice, community building, community",1,1,Other,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0
cadmium,Cadmium,技术型,"crystal, crystal-lang, crystal-language, inflector, nlp, phonetics, readability, sentiment-analysis, shards, stemmer, string-distance, tf-idf, transliterator, tries, wordnet, open source",12,3,Unknown,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1
popschools,PopSchools.org,教育型,"early career developers, technical training, popschools, covid-19",10,3,US,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
crossroads,Crossroads,公益型,community,1,2,Unknown,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
sodaaclub,SODAA,技术型,community,8,9,Unknown,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1
e-state,e-state,技术型,community,14,2,Unknown,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
react-design-editor,React Design Editor,技术型,"other, react-design-editor, fabricjs, antd, react, imagemap, workflow, open source",9,2,Other,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0
hastings-heart,Hastings HEART,公益型,community,1,1,GB,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0
community-weaving,Community Weaving Project,公益型,"open source, community, community weaving",2,2,Unknown,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1
thaigersprint,ThaigerSprint,技术型,"nix, nixos, community",5,5,Other,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
the-whakapapa-project,The Whakapapa Project,公益型,"community, napier, maraenui, hawkes bay, gangs, aotearoa, whakapapa",1,1,Other,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
bring-back-euro-trains,Bring Back Euro Trains,公益型,"eurostar, ashford, kent, international trains, ebbsfleet, european train services",5,6,GB,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
sgkit,sgkit,技术型,community,2,2,Unknown,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1
psychedelic-safety,The Challenging Psychedelic Experiences Project,公益型,"psychedelics, psychedelicsafety, drugeducation, mentalhealth, wellbeing, psychotherapy",6,6,GB,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
foodforthought,Food for Thought,公益型,open source,13,1,Unknown,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1
wwcodecleveland,Women Who Code Cleveland,技术型,"wwcode, meetup, diversity in tech, 501c3",11,8,Unknown,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
orangopus,Orangopus,公益型,"nonprofit, coding, programming, project creation",8,4,Unknown,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
monogramorg,monogram.org,公益型,community,11,4,US,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
enraged-rabbit-community,Enraged Rabbit Community,公益型,"open source, open hardware, community support",5,5,Unknown,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1
public-offering,Public Offering,公益型,"community, internet, technology, web development",2,2,Unknown,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
dcw,Designers and Cultural Workers (UVW),公益型,"community, tradeunion, organising, culture, design",6,6,GB,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0
indyrb,indy.rb - The Indianapolis Ruby Brigade,技术型,"civic tech, computer-programming, great lakes, indiana, indianapolis, lampsoftware, meetup, midwestern usa, ruby, ruby-on-rails, web",13,1,US,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
albumentations,Albumentations,技术型,"python, ai, deep learning, machine learning, computer vision, image processing, open source",7,1,Unknown,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1
ui-grid,UI-Grid,技术型,open source,10,6,Unknown,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
casdoor,Casdoor,技术型,"open source, javascript, react, golang, iam, sso, oauth, oauth2",7,1,Unknown,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1
cglm,cglm,技术型,"3d, c, math, 3d math, matrix, opengl, open source, graphics, glm",8,7,Unknown,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1
the-level-up,The Level Up,技术型,,1,1,GB,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
people-for-future-umea,People For Future Umeå,公益型,"climate, climate crisis, climate action, climate justice, climate change, climate emergency, grassroots, movement, fridays for future, fridaysforfuture, people for future, peopleforfuture",17,1,Other,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
coalescence,COALESCENCE,技术型,community,1,1,GB,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
drupalnj,Drupal NJ,技术型,"civic tech, community, drupal, education, event, meetup, new jersey, online, training, usa, web development",3,6,US,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0
ree_create,Reee_create,技术型,community,1,1,Unknown,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1
rusttallinn,Rust Tallinn,技术型,"association, rust, rust-lang, programming, estonia, tallinn",2,2,Other,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0
heti,赫蹏,技术型,"open source, typography, css",7,1,Other,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0
code-for-dayton,Code For Dayton,技术型,"volunteer, software development, community, alliance of civic technologists",5,2,US,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0
moonshine,MoonShine,技术型,"open source, php, laravel, laravel-admin-panel",8,2,Unknown,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
weather-10kb,weather-10kb,技术型,open source,7,1,Unknown,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
parent-family-fun-day,Parent Family Fun Day,公益型,"parents, children, family, children activities, community",2,1,GB,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
camden-black-british-history-c,Camden Black British History Community Hub,教育型,"london, uk, camden",1,1,GB,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
openfhe,OpenFHE,技术型,"open source, community",3,2,Unknown,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1
bootscore,Bootscore,技术型,"open source, bootstrap, bootstrap 5, wordpress, wordpress themes, wordpress plugins",6,2,DE,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0
ebooksos-campaign,#ebooksos,公益型,"community, libraries, books, ebooks, information rights, open access",5,5,GB,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
postagga,postagga,技术型,"bots, clojure, clojurescript, natural-language-processing, parser, pos-tagger, viterbi-algorithm, open source",6,2,Unknown,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
fayettevillejs,fayetteville.js,技术型,"open source, webdesign, softwaredev, javascript, web, technology, web-development, jquery, computer-programming, javascript-libraries, server-side-javascript, javascript-frameworks, nodejs, javascript-applications, meetup",9,9,US,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0
corona-manifest,Corona Manifest,公益型,"social, justice, human",12,14,Other,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
one-southwark-alumni,One Southwark Alumni,公益型,"youth development, funding, grants, employment, learning new skills, community",2,1,GB,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
kubernetes-indonesia-org,Kubernetes & Cloud Native Indonesia,技术型,"open source, kubernetes, cncf, open community, community",11,1,Other,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0
tone-row,Tone Row,技术型,"open source, productivity, dx, social-impact",7,6,Unknown,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1
code-for-pittsburgh,Code for Pittsburgh,技术型,"programming, volunteer organisation",2,2,Unknown,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
qtsharp,QtSharp,技术型,open source,14,4,Unknown,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
wildernessofwaves,Wilderness of Waves,公益型,"film, indie, international, sailing",3,3,Unknown,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
fritzing,Fritzing,技术型,"fritzing-application, open source",8,9,Unknown,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1
privacylx,PrivacyLx,技术型,"community, privacy, lisbon",8,2,Other,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0
humantribe-greenfavour-home,HumanTribe GreenFavour Home,公益型,"association, orphanage, mbanga, cameroon, africa, humantribe, greenfavour",13,2,Other,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0
the-black-and-brown-collective,The Black and Brown Collective,公益型,"community, education, new york, new york city, nyc, students, usa",6,4,Unknown,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
liberaforms,LiberaForms,技术型,"open source, forms, libre, privacy",10,8,Unknown,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1
termux-pacman,Termux Pacman,技术型,"pacman, termux, android, open source, foss",5,2,Unknown,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1
topazlgbt,Topaz Oxfordshire (LGBT+ Youth Group),公益型,"meetup, lgbt, lgbtq+, lgbtqia",1,1,GB,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
extinctionrebellionquimper,Extinction Rebellion Quimper,公益型,"extinctionrebellion, xr, community",4,4,Unknown,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
grassroutes,Grass Routes Trail Running and Outdoor Fitness CIC,公益型,,4,2,GB,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
drupal,Drupal,技术型,"drupal, open source",12,3,Unknown,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
utopia-project,Utopia Project,技术型,"manifestation, transformation, co-creation, giving, playing, decentralized web, gift economy, open source, new earth, dragon dreaming",12,5,Unknown,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1
once-collective,ONCE Collective,公益型,"residency programme, unconference, emerging technologies, artificial intelligence, community",10,5,GB,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
jarlkyotoclub,JARL Kyoto Club,技术型,"community, amateur radio, youth development, ham radio",1,1,Unknown,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
sustratocommunity,Sustrato (English),技术型,"personal growth, planet regeneration, community building",4,2,Other,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
incredibleedibleleeds,Incredible Edible Leeds,公益型,"movement, growing, community engagement, community building, community education, urban gardening, volunteering, free food, community",7,8,GB,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0
pixi-viewport,pixi-viewport,技术型,"open source, pixi.js, webgl, viewport, camera, 2d",6,5,US,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0
javascriptenhancements,JavaScript Enhancements sublime text 3 plugin,技术型,"autocomplete, completions, flowtype, javascript, javascript-completions, javascript-plugin, javascript-tools, project-management, sublime-text-3, sublime-text-plugin, sublimetext3, open source",13,2,Unknown,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1
koku-rokotribe,Koku-Roko Learning Co-op,教育型,,7,5,US,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
openelectioncompass,OpenElectionCompass,技术型,"democracy, vaa, election, politics, education, javascript, vue",7,2,DE,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0
dmrg,Dungeon Monitors Resource Group,技术型,community,5,6,US,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
fyi,FYI.org.nz,公益型,"nz, freedom of information, foi, open government, transparency, civic tech, democracy, community, foia, civic technology, government transparency",8,5,Other,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
confidence-booster-workshops,Confidence Booster Workshops,教育型,,2,1,Unknown,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
east-and-southeast-asians-ne,East and Southeast Asians North East (ESA.NE),公益型,"community care, antiracism, queer & trans, community, intersex, qtipoc",5,4,GB,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
tesseractjs,tesseract.js,技术型,"open source, computer vision, javascript",6,3,Unknown,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1
alembicartists,Alembic Seed Resourcing Fund,公益型,"systems thinking, consulting, art, somatics, decolonization, animism, creative facilitation, creative sustainability, movement, intergenerational healing, community",7,7,Unknown,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
elm-france,Elm France,技术型,"paris, elm, front-end, programmation fonctionnelle",6,5,FR,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
remix-pwa,Remix PWA,技术型,"open source, remix-run, pwa",5,3,Unknown,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1
salvagegarden-makerspace,SalvageGarden Assistive Makerspace,技术型,"community, makerspace, assistive, tech for good, inclusion, diversity, disability, 3d printing",13,13,Other,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
openandroidinstaller,Openandroidinstaller,技术型,open source,5,4,Unknown,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
abigail-before-beatrice,Abigail Before Beatrice,教育型,"film, indie",4,4,US,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
openstf,OpenSTF,技术型,"android, android-development, device-farm, stf, open source, openstf",13,11,Unknown,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1
hoplon,hoplon,技术型,"open source, cljs, clojurescript, hoplon",13,1,Unknown,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1
agorabelgium,Agora.Belgium,教育型,community,2,1,Unknown,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
renative,ReNative,技术型,"android, android-tv, androidwear, cross-platform, electron, ios, lg, macos, react, react-native, react-universal, samsung, starter-kit, starter-project, tizen, tv, tvos, web, webos, windows-desktop, open source",13,2,Other,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0
lazy-bot,lazy,技术型,"ai, artificial-intelligence, chatbot, machine-learning, nlp, nlp-keywords-extraction, nlp-machine-learning, open source",6,2,Unknown,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
cpeditor,CP Editor,技术型,"open source, cpeditor, competitive-programming, ioi, icpc, editor",6,2,Other,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0
knockouts,Knockouts Project,技术型,"meetup, community, community events",2,2,Other,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0
mewsfeed,MewsFeed,技术型,"open source, social media, twitter, micro-blogging",13,7,Unknown,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1
cma,Cheltenham Mutual Aid,公益型,,7,6,Unknown,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
communitywallet-bcs,Community Wallet BCS,技术型,"community, mutual-aid, solidarity, bryan/college-station",11,2,Unknown,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1
angels-club,Angels Breakfast and Afterschool club,公益型,,2,1,Unknown,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
hg-dumpster-collective,HG Dumpster Collective,公益型,,8,6,US,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
mealstohealoc,Meals to Heal OC,公益型,"california, covid, covid-19, food, newport beach, orange county, usa, western usa",11,9,Unknown,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
select2,Select2,技术型,"other, select2, jquery, javascript, open source",10,11,US,1,0,1,1,1,0,0,1,0,0,0,0,0,1,0
emojionearea,Emojionearea,技术型,open source,9,1,Unknown,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1
wwcodewichita,WWCode Wichita,技术型,"wwcode, meetup, diversity in tech, 501c3",9,1,Unknown,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
the-stuart-bathers-fund,The Stuart Bathers Fund,公益型,"brain cancer, glioblastoma, community group, solidarity fund, cancer support, patient navigator, caregiver",5,5,GB,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
profile-md,Profile.md,技术型,,5,3,Other,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
expand,eXpandFramework,技术型,"business-intelligence, business-solutions, c-sharp, charting, dashboard, devexpress, dotnet, excel-import, import-export, kpi, mobile, orm, reporting, validation, web, windows, workflow, xaf, open source",10,2,Unknown,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1
reactdevske,Reactjs Developer Community Kenya - (ReactDevsKe),技术型,"reactjs, javascript, meetup, open source, react-native, community",2,3,Other,1,1,1,1,0,0,0,1,0,0,0,0,1,0,0
the-get-to-college-project,The Get to College Project,教育型,"education, online, youth",4,4,Unknown,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
winchestercityofsanctuary,Winchester City of Sanctuary,公益型,,4,4,Unknown,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
wwcodestlouis,Women Who Code St. Louis,技术型,other,6,1,US,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
codebar,codebar,技术型,charity,10,4,GB,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
litmuschaos,LitmusChaos,技术型,open source,5,1,Unknown,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
sfml,SFML,技术型,"open source, foss, library, cpp, multimedia",7,3,Unknown,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1
city-couscous,Curly company's,技术型,"other, javascript, open source",8,1,Unknown,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1
marginalised-voices,Marginalised Voices,公益型,"diversity and inclusion, marginalized communities, minoritycommunity, community",1,1,GB,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
colmena,colmena,技术型,open source,12,1,Unknown,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
tai-collective,Tai Collective,技术型,community,5,3,Other,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
flawtech,Flaw Tech,技术型,community,12,8,Other,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0
robotcode,RobotCode,技术型,"open source, robotframework, testing, software testing, python, python3, bdd, test, keyword driven, rpa, vscode-extension, vscode, language server, lsp",6,1,Unknown,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1
kaaids,Kaaid.s,技术型,community,7,3,Unknown,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1
libreplan,Libreplan,技术型,"open source, java, hibernate, postgresql, mysql, project management, project, project-management",5,5,Unknown,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
transdonians,Transdonians,公益型,"transgender, non-binary, scotland, meetup, community, non binary, trans",1,1,GB,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0
sexy-bash-prompt,sexy-bash-prompt,技术型,open source,12,1,Unknown,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
precious-plastic-collective,Precious Plastic Collective,公益型,"open source, plastic, recycling, community, injection moulder, product, creative, technology",4,3,Unknown,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1
ng-matero,ng-matero,技术型,"admin-dashboard, angular, angular-material, material-extensions, ng-admin, ng-matero, ngx-admin, responsive, schematics, open source",6,7,Other,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0
libresh,libre.sh,技术型,"free software, docker, kubernetes, helm, hosting, email, open source",11,6,Unknown,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
tippy-park-community-orchard,Tippy Park Community Orchard,公益型,,1,1,GB,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
cezerin,cezerin,技术型,"cms, ecommerce, javascript, mongodb, nodejs, pwa, react, redux, shopping-cart, spa, open source",12,1,Unknown,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1
hatsh,Hat.sh,技术型,open source,6,3,Unknown,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1
roc-streaming,Roc Streaming,技术型,open source,4,3,Unknown,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1
izzyondroid,IzzyOnDroid,技术型,"open source, android, foss, floss, mobile, privacy, transparency, community",9,5,Unknown,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1
vue-facing-decorator,Vue Facing Decorator,技术型,"open source, javascript, vue",5,5,Unknown,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1
